"id","armor_id","name"
2489477710,1061787834,"Complete activities and earn rank-up packages on Nessus."
2490058271,1473724751,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2491451307,1658294130,"""Prophecy"" Dungeon"
2492534614,737550160,"Dungeon ""Duality"""
2497848013,3634078494,"Open Legendary engrams and earn faction rank-up packages."
2499854440,685165933,"Xûr"
2500275568,3519818547,"Bright Engrams"
2503394578,3403647252,"Trials of Osiris Challenges"
2503747665,2392018715,"Earn rank-up packages from Ikora Rey."
2505663584,778247590,"Solstice 2019"
2507889297,1539437665,"Open Legendary engrams and earn faction rank-up packages."
2513614800,3783871056,"Earned while leveling."
2517054448,2635164577,"Complete Gambit Prime matches and increase your rank."
2519627705,1499503877,"Found in the ""Scourge of the Past"" raid."
2520318536,2422261368,"""Vow of the Disciple"" Raid"
2521160583,671247011,"Bright Engrams"
2521898207,1702972140,"Xûr"
2522582325,1001356380,"Exotic Armor Focusing"
2525849032,2248987683,"Complete Gambit matches and earn rank-up packages from the Drifter."
2526953714,3004363890,"Earned while leveling."
2528733679,3585883634,"Complete Gambit Prime matches and increase your rank."
2529053828,2929074377,"Open Legendary engrams and earn faction rank-up packages."
2530150727,3479737253,"Season of the Splicer Activities"
2531379838,2572175997,"""Warlord's Ruin"" Dungeon"
2532297228,3259907375,"Xûr"
2534213511,523074950,"Season of the Witch"
2536332742,1362709750,"Solstice"
2537037390,1667220390,"Season of Plunder"
2537633963,3088058655,"""Spire of the Watcher"" Dungeon"
2538978516,87665893,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
2539636189,3406291173,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2543152838,2005998383,"Complete Gambit Prime matches and increase your rank."
2544845968,3075372781,"""Prophecy"" Dungeon"
2549127432,1914589560,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
2549624954,598995392,"Trials of Osiris Challenges"
2557941139,1730282946,"Earn rank-up packages from Arach Jalaal."
2558511508,294976891,"Episode Revenant Seasonal Activities"
2559428433,477417894,"Solstice 2019"
2561345972,3152414792,"Earned while leveling."
2564679119,3714937821,"""Crota's End"" Raid"
2565616834,230524071,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
2567025805,4086798823,"Eververse"
2570290329,1839291598,"Earned during the seasonal Revelry event."
2572912840,285537093,"Solstice 2018"
2575209846,3075372781,"Complete Trials tickets and earn rank-up packages from the Emissary of the Nine."
2576939287,2674680132,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
2578479274,1949733158,"Season of the Seraph"
2580637867,4124357755,"""Vow of the Disciple"" Raid"
2581133185,2756505818,"Solstice"
2581341491,1832715465,"""Grasp of Avarice"" Dungeon"
2581491454,2295412715,"Leviathan, Spire of Stars raid lair."
2582122599,1576992137,"Earned while leveling."
2583154226,3292127945,"Leviathan raid."
2585022798,1260041928,"Solstice"
2585249179,2390366526,"Exploring the Throne World"
2585310347,1756730947,"Season Pass Reward"
2587257478,1130718081,"Randomly rewarded from completing Vanguard Ops, Crucible, or Gambit playlist activities."
2587742648,1421936449,"Xûr"
2588089821,3959529854,"Open Legendary engrams and earn faction rank-up packages."
2589037677,1443166262,"Exotic Armor Focusing"
2590296094,2294753710,"Open Legendary engrams and earn faction rank-up packages."
2591241632,2819858798,"Xûr"
2592290459,1863012881,"Complete Trials tickets and earn rank-up packages from the Emissary of the Nine."
2593337251,2623956730,"""Prophecy"" Dungeon"
2597883134,1928831167,"Exploring Europa"
2601581236,386784169,"Complete Gambit Prime matches and increase your rank."
2602973366,4116038937,"Earned while leveling."
2606110375,2256359240,"""Salvation's Edge"" Raid"
2606900110,75025442,"Leviathan, Eater of Worlds raid lair."
2607270214,3136019014,"Season Pass Reward"
2608193268,2644573111,"Solstice"
2610584410,1012434138,"Exploring Neomuna"
2610816378,4232174818,"Complete Trials tickets and earn rank-up packages from the Emissary of the Nine."
2613448425,1769846965,"Trials of Osiris Challenges"
2616179893,4270910189,"Season of the Seraph"
2616455631,4258364155,"Complete activities and earn rank-up packages on Nessus."
2618042741,48110686,"Trials of Osiris Challenges"
2618262964,129527347,"Xûr"
2620800703,2143887570,"Open Legendary engrams and earn faction rank-up packages."
2621701931,2593354668,"Season of the Witch"
2622586203,2120302383,"Earned while leveling."
2624804732,1767312242,"Bright Engrams"
2625907098,1806218131,"""Salvation's Edge"" Raid"
2627753453,360521697,"Complete Gambit Prime matches and increase your rank."
2631772163,3229389575,"Earn rank-up packages from Ikora Rey."
2633262537,3973929105,"Season of the Splicer Activities"
2634126038,1224603527,"Solstice 2018"
2635117932,1856777089,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
2636604601,2629204288,"Complete strikes and earn rank-up packages from Commander Zavala."
2637857660,3832002135,"Season of the Witch"
2640150465,3613939175,"Solstice 2019"
2640902862,149949001,"Xûr"
2641714485,1795262004,"Exploring the Throne World"
2644192070,1248530160,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2647648775,508076356,"Complete Trials tickets and earn rank-up packages from the Emissary of the Nine."
2648065715,938618741,"Trials of Osiris Challenges"
2652116469,156518114,"Earned during the seasonal Revelry event."
2654047738,43003873,"Episode Revenant Seasonal Activities"
2655724545,1135037794,"Xûr"
2657189625,1486564541,""
2659007406,1744000485,"Complete Gambit Prime matches and increase your rank."
2659050231,1217693397,"Solstice"
2659505918,2761357391,"Xûr"
2667470362,2710427191,"Earned during the seasonal Revelry event."
2669513122,178467806,"Open Legendary engrams and earn faction rank-up packages."
2671393478,1495869176,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2672207194,1131831128,"Season Pass Reward"
2675581811,3080529038,"Earned while leveling."
2676303814,428806571,"Season of Defiance"
2677878979,3601794530,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
2679097375,1435681904,"Complete activities and earn rank-up packages in the EDZ."
2680254845,3573869992,"Xûr"
2681271768,38792606,"Xûr"
2681855827,2701297915,"Season Pass Reward"
2688893296,3316852407,"Exploring the Throne World"
2689221303,108286515,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2689413981,2183976852,""
2691880980,1955548646,"Exotic Armor Focusing"
2695934576,2391227800,"Complete Trials tickets and earn rank-up packages from the Emissary of the Nine."
2696362831,2395959535,"Xûr"
2696408469,2866378041,"Adventure ""Red Legion, Black Oil"" in the European Dead Zone"
2697300385,2613761000,"Bright Engrams"
2697658591,3451283089,"Complete Gambit matches and earn rank-up packages from the Drifter."
2699398608,1504400871,"Complete Gambit Prime matches and increase your rank."
2699493144,449270146,"Xûr"
2702746204,3301429924,"Bright Engrams"
2704637623,1011882337,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2704892609,3252994970,"Xûr"
2705309061,1467044898,"Exotic Armor Focusing"
2706114781,1447990748,"Xûr"
2708342014,365727964,"""Vow of the Disciple"" Raid"
2708708862,2038956436,"Open Legendary engrams and earn faction rank-up packages."
2710155668,337692872,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2716203359,513068903,"Eververse"
2719847110,141163281,"Open Legendary engrams and earn faction rank-up packages."
2720000793,3234613634,"Vesper's Host"
2721231443,4196904014,"Season of the Wish Activities"
2723066350,1148781279,"Xûr"
2724413596,3065200837,"Earned while leveling."
2728640094,3132885765,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
2730568704,4130822717,"Season of the Witch"
2733736440,1769446802,"Complete Gambit Prime matches and increase your rank."
2737384323,1451723779,"Exploring Neomuna"
2737783937,2098166903,"Open Legendary engrams and earn faction rank-up packages."
2739932551,630432767,"""Root of Nightmares"" Raid"
2741155673,2868448385,"""King's Fall"" Raid"
2741703343,1597235361,"Solstice 2019"
2743257251,250928581,"Solstice"
2743329589,261922239,"Xûr"
2745932835,30962014,"Leviathan raid."
2746449391,3585883633,"Complete Gambit Prime matches and increase your rank."
2748328600,1148770067,"Season Pass Reward"
2751564839,1906338633,"Open Legendary engrams and earn faction rank-up packages."
2751667578,3258844783,"Xûr"
2754601998,1886391430,"Adventure ""Siren Song"" on Saturn's Moon, Titan"
2754601999,1886391431,"Adventure ""Unsafe at Any Speed"" in the European Dead Zone"
2760144873,4241329310,"Last Wish raid."
2763917815,3731378629,"Xûr"
2765441106,4282498224,"Solstice 2019"
2767108321,327547301,"Season Pass Reward"
2769799167,1684784589,"Solstice"
2772419047,3470850110,"Earn rank-up packages from Arach Jalaal."
2773044926,1497538390,"""Crota's End"" Raid"
2773123331,3381714035,"Bright Engrams"
2773288092,1270288709,"Solstice"
2778391833,3339387242,"""Vault of Glass"" Raid"
2778741164,2940586726,"Adventure ""Red Legion, Black Oil"" in the European Dead Zone"
2781318385,1932613595,"Open Legendary engrams and earn faction rank-up packages."
2781589439,680379815,"Bright Engrams"
2782351423,1044615215,"Solstice"
2782379061,2902277629,"""Deep Stone Crypt"" Raid"
2783349552,139281387,"Solstice"
2783756445,1789501056,"""Garden of Salvation"" Raid"
2785499244,1319515713,"Acquired from the raid ""Crown of Sorrow."""
2785756233,540625098,"""Ghosts of the Deep"" Dungeon"
2789846876,1452257107,"Open Legendary engrams and earn faction rank-up packages."
2790550781,1887490701,"""Deep Stone Crypt"" Raid"
2791262985,4229548557,"Earned while leveling."
2793466180,1903444925,"Season of Defiance"
2793474228,4178158375,"Solstice 2019"
2794642367,1832839922,"Episode: Echoes Activities"
2794840455,2784895540,"Randomly rewarded from completing Vanguard Ops, Crucible, or Gambit playlist activities."
2796071509,3713593535,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2797677569,1978904078,"Complete Gambit Prime matches and increase your rank."
2798676184,2320951982,"Xûr"
2802910855,3243833629,"Solstice"
2803190430,2096711562,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2804098453,1549308050,"Solstice 2019"
2808008811,2437632645,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2809726961,1575548701,"Bright Engrams"
2811342830,870019568,"Bright Engrams"
2811570018,3162915011,"Solstice"
2812492133,2877933893,"Complete activities and earn rank-up packages on the Tangled Shore."
2812869347,4076604385,"Complete strikes and earn rank-up packages from Commander Zavala."
2815648977,1707236192,"Xûr"
2818125669,2355943840,"Trials of Osiris Challenges"
2818793366,1026610441,"""Salvation's Edge"" Raid"
2819418433,1792195381,"Bright Engrams"
2820389407,2381337281,"Complete Gambit matches and earn rank-up packages from the Drifter."
2823206825,1624024996,"Randomly rewarded from completing Vanguard Ops, Crucible, or Gambit playlist activities."
2823630262,2813078109,"Exploring the Moon"
2824395758,774854757,"Into the Light"
2826590445,1890196228,"Last Wish raid."
2829603881,3007862180,"""Warlord's Ruin"" Dungeon"
2831466588,4153787689,"Solstice"
2831944085,937008222,"Randomly rewarded from completing Vanguard Ops, Crucible, or Gambit playlist activities."
2832382213,2446702198,""
2832873529,3979487476,"Xûr"
2832890511,1547183373,"Trials of Osiris Challenges"
2834744930,3631862279,"Complete strikes and earn rank-up packages from Commander Zavala."
2836183729,1322042322,"Trials of Osiris Challenges"
2836761318,3755696951,"Season of the Wish Activities"
2839722126,3131634453,"Complete Gambit Prime matches and increase your rank."
2840679164,64566999,"Eliminate all Barons on the Tangled Shore."
2849471332,1835885085,"Open Legendary engrams and earn faction rank-up packages."
2850249587,2013313923,"Xûr"
2850593890,856633363,"Solstice"
2851277191,674876967,"Season Pass Reward"
2853828727,3762717334,"Earn rank-up packages from Lakshmi-2."
2858831780,150052158,"Complete activities in the Dreaming City."
2859106584,2165598463,"Earn rank-up packages from Executor Hideo."
2863630417,652593750,"""Warlord's Ruin"" Dungeon"
2865192058,4032295410,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2865224173,2472090414,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
2865793685,3211894260,"Acquired from the raid ""Crown of Sorrow."""
2867834954,1740966079,"Complete strikes and earn rank-up packages from Commander Zavala."
2868273529,248161012,"Earn rank-up packages from Arach Jalaal."
2871966710,1493134439,"Episode Revenant Seasonal Activities"
2873185533,280471817,"Complete activities and earn rank-up packages on Nessus."
2876650297,736382419,"Complete strikes and earn rank-up packages from Commander Zavala."
2876802184,2282780740,"Earned while leveling."
2878115626,4053228822,"Complete Gambit Prime matches and increase your rank."
2881453774,1992809894,"Open Legendary engrams and earn faction rank-up packages."
2882400950,3422717473,"Bright Engrams"
2884435708,2574287336,"Bright Engrams"
2885181587,1721938300,"Exploring the Moon"
2885253046,695795213,"Xûr"
2886752460,4044559530,"Bright Engrams"
2892644258,883514983,"Earn rank-up packages from Lakshmi-2."
2893076798,2240729575,"Season of the Risen"
2894004533,862152988,"Earned during the seasonal Revelry event."
2894165583,1685642729,"Solstice 2019"
2894926949,144007143,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2896107177,903627726,"Exploring Europa"
2896190295,1537128821,"Complete strikes and earn rank-up packages from Commander Zavala."
2897560445,3316517958,"Exotic Armor Focusing"
2897638918,3378116217,"Bright Engrams"
2898895827,2761292744,"Xûr"
2901119658,2597227950,"""Root of Nightmares"" Raid"
2902457088,77525088,"Complete Gambit Prime matches and increase your rank."
2902677664,940003738,"Found in the ""Scourge of the Past"" raid."
2903648516,3624199242,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2905387133,2030998600,"Complete Gambit Prime matches and increase your rank."
2905640907,2742817008,"Earned while leveling."
2906415445,3530284424,"Leviathan raid."
2907189597,3368092113,"Complete activities in the Dreaming City."
2909578869,1092747537,"Complete activities and earn rank-up packages on Nessus."
2912107473,515974643,"Solstice"
2913777372,241291034,"Complete Gambit matches and earn rank-up packages from the Drifter."
2915015049,876580598,"Xûr"
2921705511,3856371784,"Bright Engrams"
2927130402,2000839529,"Xûr"
2927621762,3184996381,"Earned while leveling."
2928942302,2730285281,"Open Legendary engrams and earn faction rank-up packages."
2930338769,1394979698,"Xûr"
2931234819,3775606738,"Complete Gambit matches and earn rank-up packages from the Drifter."
2931817379,3242850062,"""Prophecy"" Dungeon"
2934219888,2750983488,"Found in the ""Scourge of the Past"" raid."
2940197501,1790272280,"Earned while leveling."
2940602493,2374129871,"Exotic Armor Focusing"
2943798517,123879244,"Episode: Echoes Activities"
2944115052,130618344,"Season of Plunder"
2944695617,2713820407,"Complete strikes and earn rank-up packages from Commander Zavala."
2945164263,3368317463,"Bright Engrams"
2947220153,2920433728,""
2952102148,2932691109,"Open Legendary engrams and earn faction rank-up packages."
2956768082,3144980977,"Adventure ""Release"" on Nessus"
2957293195,2851897225,"Solstice"
2957472556,3187320016,"Exploring the Pale Heart"
2957613482,1021217306,"Solstice 2018"
2957729961,3491384606,"Xûr"
2960479796,3633213242,"Solstice"
2961762762,2531405438,"Open Legendary engrams and earn faction rank-up packages."
2962644079,4287863773,"""Grasp of Avarice"" Dungeon"
2963735964,2094288641,"Complete Gambit Prime matches and increase your rank."
2965638466,2147003635,"Randomly rewarded from completing Vanguard Ops, Crucible, or Gambit playlist activities."
2967507602,3852725203,"Exploring Europa"
2967722246,2830258806,"Solstice"
2967789756,3499056977,"Season of the Deep"
2969017293,3277373711,"Open Legendary engrams and earn faction rank-up packages."
2970288119,1855737147,"Eververse"
2970505211,407863746,"Leviathan raid."
2971759702,1232004606,"Earned while leveling."
2975968897,3155320806,"""Prophecy"" Dungeon"
2976357604,3889633083,"Last Wish raid."
2977131197,1630402260,"Xûr"
2978939094,2447741853,"Xûr"
2979024893,788771493,"Complete activities in the Dreaming City."
2986398364,578329058,"Solstice"
2990128832,3115740538,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
2998652975,1139897377,"Exploring the Pale Heart"
2999652196,2935055281,"Radiolite Bay Deposits"
3000051853,1823966644,"Complete Gambit Prime matches and increase your rank."
3000313910,1909305643,"Exotic Armor Focusing"
3003976762,1088225118,"""Spire of the Watcher"" Dungeon"
3004611964,1469212984,""
3005057100,212971972,"Complete strikes and earn rank-up packages from Commander Zavala."
3011139003,2766527864,"Complete Gambit matches and earn rank-up packages from the Drifter."
3011288035,2010051528,"Xûr"
3011708183,2174117797,"Xûr"
3014011952,1805830669,"Complete strikes and earn rank-up packages from Commander Zavala."
3014507680,3229455225,"Earned while leveling."
3017091086,1293074586,"Xûr"
3023935355,4021402824,"Complete Crucible matches and earn rank-up packages from Lord Shaxx."
3023962430,2733403573,"""Ghosts of the Deep"" Dungeon"
3024155046,2388383505,"Season of the Haunted"
3024525465,1972851364,"Season of the Haunted"
3025452572,3203706073,"Bright Engrams"
3027832933,2829803132,"Solstice 2019"
3028921884,1105725465,"Vesper's Host"
3029567307,3967067356,"Solstice"
3031940156,3587100703,"Complete Gambit Prime matches and increase your rank."
3032355499,2866378043,"Red War Campaign"
3033018644,977326564,"Found in the ""Scourge of the Past"" raid."
3034950338,2385676654,"Complete Iron Banner matches and earn rank-up packages from Lord Saladin."
3035639832,1474735276,"Exotic engrams; extremely rare world drops."
3035639833,1474735277,"Exotic engrams; extremely rare world drops."
3035639835,2268523867,"Exotic engrams; extremely rare world drops."
3035639836,903984858,"Exotic engrams; extremely rare world drops."
3035639837,2766109872,"Exotic engrams; extremely rare world drops."
3035639838,978537162,"Exotic engrams; extremely rare world drops."
3035639839,2766109874,"Exotic engrams; extremely rare world drops."
3037624784,3876766470,"Eververse"
3039018312,4121885325,"""Prophecy"" Dungeon"
3039778366,2822154467,"Earned while leveling."
3043283510,2443609020,"Season Pass Reward"
3044393015,2055947316,"Season Pass Reward"
3044825081,671423576,"Complete Gambit matches and earn rank-up packages from the Drifter."
3046832878,2316071750,"Bright Engrams"
