"id","name","rarity_id","type_id","icon","class_id"
2286507447,"Wing Theorem",5,28,"159026656a7aa81a74a2c5101e3ec0a9",2
2286640864,"Gunsmith's Devotion Gloves",5,27,"c610591ee6f560cf9b620dc4ac533792",2
2287277682,"Solstice Robes (Rekindled)",4,28,"e2c5ae437a2bd6cd9d4da30f4169043a",2
2287801693,"BrayTech Winter Cloak",5,30,"74a84115a40c3a98382bcedb91bc038d",1
2288398391,"Moonfang-X7 Crown",5,26,"42c2718f4df772d8b6b30477c205835d",2
2288543943,"Eidolon Pursuant Plate",5,28,"e3f6db7553b9035aa0f9bbdb7b26d269",0
2290569618,"Gearhead Grips",4,27,"b02e964e8e83ca6c6c820ed89d403f88",1
2290569619,"Songbreaker Grips",4,27,"a32cd587370c4a79750c1f6fed8273cf",1
2291036836,"BrayTech Sn0Boots",5,29,"53f9cd522559b7a2fd51fd6826914926",0
2291082292,"Solstice Gauntlets (Majestic)",5,27,"b99e44df2000990746dde01e281afeb7",0
2291226602,"Binary Phoenix Bond",5,30,"7ca6862e98e52c2783337685fb56ab37",2
2292007738,"Damaged Warlock Hood",2,26,"46f742b08ccc79be824fd324faac6e22",2
2293199928,"Dreambane Grips",5,27,"74d044ab82964e40be33555424a08d87",1
2293476915,"Swordflight 4.1",5,26,"4dbba26bdad61c2c98f533788f00de8e",1
2294753710,"Insight Vikti Robes",5,28,"114e02a0e074596aa2ffe5a5f7657e3d",2
2295111683,"Moonfang-X7 Bond",5,30,"267cfe38e4242825c133ec83b82b556e",2
2295273904,"Iron Will Sleeves",5,27,"ac510708439a3622fcf15e86c482a682",1
2295412715,"Turris Shade Plate",5,28,"e41b1a93d7aa24e6e4d197e5f432782d",0
2296560252,"Swordflight 4.1",5,29,"d556fb93fa44f132ddc843d939c0cef8",1
2296691422,"Swordflight 4.1",5,27,"2de56cf54e3c8fd5076e9b3878cc5c6b",1
2297281780,"Terra Concord Mark",5,30,"7b6d8a1faa4194d81992941893cb7e8f",0
2297736067,"Veritas Cloak",5,30,"37db887453301832fa5b4a44248ccaf9",1
2298096557,"Strides of the Great Hunt",5,29,"456e19a43cd50d1cc137b44ba5485e7e",1
2298664693,"Insight Rover Mask",5,26,"315572f1510c86ed492e871ef6012c7e",1
2302106622,"Iron Remembrance Vestments",5,28,"bdd342d80393a1804646519f67f1da9b",2
2303499975,"Winterhart Boots",5,29,"7a972322360d8c6814ea2143465273a2",2
2304309360,"Vigil of Heroes",5,26,"32f89238ff1aee9270f314e1781aa52f",2
2304861612,"Pyrrhic Ascent Vestment",5,28,"b799e206640679c06548e03d073220cf",2
2305801487,"Insigne Shade Cover",5,26,"3931f1e02f338fa64893697bb8b7ebd8",2
2308793821,"Twisting Echo Grips",5,27,"ac0ef0bfb6dabb1a1768725308b6f70c",1
2310625418,"Mark of Remembrance",5,30,"4ea247c8859b00b98cce2e3b9ff6ce3a",0
2311506225,"Frostveil Boots",5,29,"5e42f03c47a3fb6837393af78a59c476",1
2316071750,"Omega Mechanos Strides",5,29,"ee0673ec882c01b6328a129d5a3e1245",1
2316722050,"Resonant Fury Cowl",5,26,"0b6ec4f07b0de0f65137f43088bae80f",2
2316914168,"Dawn Chorus",6,26,"a8f5dbd6ec9c4dc9ea73700525d558c7",2
2317046938,"Shadow Specter",4,30,"61d592fa132bcd70e6ba92f691ebbdff",1
2317191363,"Mindbreaker Boots",4,29,"6f8427ec2d835f3cb9acad1c0827d51b",0
2317494560,"Thunderhead Gauntlets",5,27,"445216390b8feab2f78cbe977f8d7fbe",0
2319651767,"Pathfinder's Pants",5,29,"b04a99a030a35998eb4e651031d5f8d1",2
2319743206,"Solstice Vest (Rekindled)",4,28,"bebd7e58794515d4f2196092ac43841f",1
2320100699,"Iron Will Gauntlets",5,27,"c90d9b6a785bb1c8325303a67123214f",0
2320491441,"Illicit Sentry Gauntlets",5,27,"44c02caf33f77f8132f429423af1c39f",0
2320830625,"Robes of Transcendence",5,28,"44a1e4677e07055724d36805d8e06fd6",2
2320951982,"Abhorrent Imperative Vest",5,28,"c247615ea6ba1ab1edb954c5d5d7e0e8",1
2321064411,"Calamity Rig Gauntlets",5,27,"8a4ad5f87be80b9391fd680b9c9c91b4",0
2321120637,"Cuirass of the Falling Star",6,28,"23e3d07bead2936a80612419f3ee9f94",0
2321258055,"Iron Truage Hood",5,26,"9e0b15c42e377795efc035ae418e68fd",2
2323339168,"Sublime Vest",5,28,"f4173823c4dd5e86aa792524fd1d8d81",1
2323865727,"Wing Theorem",5,27,"e2f9c97c2f17528c72ecee969ed829e9",2
2324998093,"Helm of the Taken King",5,26,"e19bcdecea18a1f340da743af65f5cdf",0
2325223873,"Ketchkiller's Cloak",5,30,"3232ea73e486a2e740ef30462d63f3ec",1
2326396534,"Severance Enclosure",6,28,"f2b177993acfba4c42ff771ad6801c90",0
2328435454,"Inaugural Revelry Helm",5,26,"d330b273202f7be6346d4911d1b0423c",0
2329031091,"Robes of Sekris",5,28,"2b9aa9b4b836946dfd6fe06814da8e8a",2
2329963686,"Mark of Confrontation",4,30,"0d75be22146c3ed69c667b40346f8334",0
2331227463,"Wing Contender",5,27,"86aeb23a3341c790c03a53496b165a18",1
2331748167,"Iron Symmachy Gauntlets",5,27,"dcf2bbc30f2f6fc95ef07d415723b563",0
2332398934,"Kerak Type 2",5,26,"af5fa9dee70bdbf12b66edfcf2c9165f",0
2334017923,"Bladesmith's Memory Grips",5,27,"5eed2b488da4868360d2e6ff8a8615d8",1
2334120368,"Outlawed Reaper Plate",5,28,"5f302a40e6cde2df85a390d169dbe7d1",0
2334120369,"Illicit Reaper Plate",5,28,"3b9fe5c0f99cca62505e884a57a80278",0
2334120371,"Notorious Reaper Plate",5,28,"9c16bd4e3fad3baa7f4b2cc5a7a90c0a",0
2335208655,"Phobos Warden Vest",5,28,"7f720c74d93e30fe15eb25113111d7ef",1
2335430633,"Solstice Cloak (Magnificent)",5,30,"822e3c93db48bd483f3e64a6bc8e1574",1
2336344260,"Illicit Sentry Gloves",5,27,"2a10c0317042e04a51f1b9c2758c88be",2
2336344261,"Outlawed Sentry Gloves",5,27,"debc124c7778f4e993729bfae8c1ab56",2
2336344262,"Notorious Sentry Gloves",5,27,"8aa8c859c13bb5705cae3277cfb0aa1f",2
2336820707,"Reverie Dawn Gauntlets",5,27,"909278e091adeeaadd8587e57a6a8c16",0
2337221567,"Vigil of Heroes",5,28,"f835bffdde1243fbb50c474675e6e212",1
2337290000,"Solstice Bond (Majestic)",5,30,"8bf7fa27f79fe279f056b3c683b4a00c",2
2339155434,"Tesseract Trace IV",5,26,"573aaa0004a388634d8d96f18f337408",2
2339344379,"Atonement Tau",4,27,"5238e32d94c3b49ffca4ae13c7522a6c",2
2339497078,"Sunlit Strides (Unkindled)",5,29,"f21ad17a53197c10c8e9981945c94369",1
2339694345,"Hinterland Cowl",5,26,"4a6112183720d7884a094c57b7b2be33",1
2339720736,"Grips of Feltroc",5,27,"3848050dcd893353848aea51e0c30db9",1
2340483067,"Iron Remembrance Hood",5,26,"51bc21e5a48cbd56f73ae72a36047b3d",2
2341879253,"TM-Moss Custom Bond",5,30,"32447bc71520295735cbe53d51adc6da",2
2342017353,"Notorious Invader Hood",5,26,"b4e442df5a1d492ae668839d2f8480b5",2
2342017354,"Outlawed Invader Hood",5,26,"6ca2e39e411d335fbb97904bacf4fcb4",2
2342017355,"Illicit Invader Hood",5,26,"0ff362cf93546970770d6f0d50f53371",2
2343139242,"Bond of Refuge",2,30,"0ce1a027ecccb7c7ee2f7f3a9e82905f",2
2343515647,"Legacy's Oath Grips",5,27,"2fb3a18d334cc836c63e916120b84381",1
2344353519,"Iron Forerunner Plate",5,28,"29c8b9b6bc8ecaac64614857c82757c1",0
2345799798,"Dreambane Greaves",5,29,"dbeb556fa5693704d8ea2b58dbef4aaf",0
2347145374,"Poison Promise Sleeves",5,27,"67094fdea31f2a391ef8284aefe01b59",1
2348198214,"Poison Promise Plate",5,28,"97a438e87a15a8ab26a181d139fca283",0
2348421845,"Kairos Function Grips",5,27,"aaaef3a0fdae23ccaa6e3037f1c80351",1
2351038408,"Iron Truage Legs",5,29,"a551e70d39da492aa93e2a2239bbbdd6",2
2351264197,"Deep Explorer Greaves",5,29,"5125df7348372048ad53f813a140e323",0
2353371845,"Atavistic Idol Boots",5,29,"0f227e0e4d9d56625c96cd05f3257211",2
2355943840,"Atavistic Idol Vest",5,28,"a7f05927ebbd51dc3a911aa68bace2ad",1
2359639520,"Exodus Down Robes",5,28,"41b79d0903a7f26b4dddc1411ef3b27d",2
2359657268,"Helmet",2,26,"0f581262927001f7db9d95a40e9b2189",0
2360521872,"A Cloak Called Home",5,30,"efe8093b5be8619beb86af25fe49f7f8",1
2360840510,"Solstice Greaves (Renewed)",4,29,"6aae0edafd4e020f3da8a836b68aa675",0
2362809459,"Hardcase Stompers",4,29,"3dc79061ca5df53949d0e36f4c1ea9d7",0
2363472582,"Greaves of the Taken King",5,29,"eb008cf5ac5d8e89d79e30f48ae9822b",0
2363903643,"Makeshift Suit",3,28,"9bee8725f3bf8869a6d82e71bbe225cd",1
2364041279,"Insight Vikti Robes",5,28,"114e02a0e074596aa2ffe5a5f7657e3d",2
2364756343,"Deep Explorer Strides",5,29,"470db91034af58352581823c6f387c33",1
2367878193,"Mask of Righteousness",5,26,"9427da383703f82f0444d00ec55f871b",2
2368311917,"Iron Remembrance Helm",5,26,"6b8b56a5100a8091e8807727be1166d6",0
2369445684,"Seventh Seraph Mark",5,30,"5c0a5764740c401782697d459f123dcf",0
2369496221,"Plate of Nohr",5,28,"dfca80f8265b17f62a682705b039ec15",0
2370089583,"Resonant Fury Mark",5,30,"366f9700c370b36f040a3181cdabbfde",0
2371224642,"Crystocrene Cloak",5,30,"c97e09dfcebdbe1db1759934ac2dfecc",1
2371932404,"Outlawed Collector Gauntlets",5,27,"06a288a4cddc8b6e2ad3ca84579dd5b6",0
2371932405,"Illicit Collector Gauntlets",5,27,"ea689c5fc5fa7c2d94df88d5651aa399",0
2371932407,"Notorious Collector Gauntlets",5,27,"8b7af5f8fe767481c666134224e7519f",0
2374129871,"Cenotaph Mask",6,26,"791e1f8a406356533b82a7adba087812",2
2376585692,"Mark of the Exile",5,30,"baed01a16d01c792222b901d7c898c1f",0
2378296024,"Xenos Vale IV",5,27,"ff57bf3a805b2b16e57055ab72cf2b90",2
2378378507,"Legs of Optimacy",5,29,"68f31122d1a5d21cb641c155577547c9",0
2379553211,"Be Thy Guide",5,30,"6d86137a1ce88c5875cefeb30fbece83",1
2380978355,"Lost Pacific Vest",5,28,"3d081bbd01c6b8bef38800e7c2cb47ef",1
2381337281,"Viperidax Helmet",5,26,"e4d2428fcbadf31d5e52dddcedd31225",1
2381515079,"Atavistic Idol Mark",5,30,"689d4e669085d40c52ccea1ef02ab524",0
2384488862,"Khepri's Horn",6,26,"c7da6c00a574bbadaec01099a3134626",0
2385676654,"Iron Intent Grasps",5,27,"44be4089b830ed68e38c5c55de174b91",1
2386078741,"NPA ""Weir-Walker"" Mark",5,30,"aef46e89d28c39a75b0b288586ef9083",0
2387737625,"Mark of Remembrance",5,30,"4ea247c8859b00b98cce2e3b9ff6ce3a",0
2388383505,"Eidolon Pursuant Gauntlets",5,27,"14978e1bf9ba0d721fdf173821cbc580",0
2389062558,"Contraverse Hold",6,27,"b667fa414b7d70ed4fe8b34296c76cbb",2
2389585538,"Wing Discipline",5,28,"df4b57658c92070e599cfe0bf713e81b",0
2389815461,"Annealed Shaper Crown",5,26,"72b31b3f34aafe0e5f6bc63ab157db1d",2
2390366526,"Veritas Grips",5,27,"1d8de7084bff5859fd4fd0d2857fce8e",1
2390471904,"Speedloader Slacks",6,29,"cb2d44c8d1459ea43b0ea82976cf66e0",1
2391227800,"Annihilating Helm",5,26,"ad5e546950f085fe1d9dd49d4cc76bd6",0
2391227801,"Crushing Helm",5,26,"8d84baf9f124cb6bb77c2344ccf1982a",0
2391553724,"Iron Fellowship Hood",5,26,"e0bb5d4d4dc7a4976453acff54625f70",2
2392018715,"Frumious Vest",5,28,"a986dd2762396267d9b3e30628b990b9",1
2392432370,"Untethered Edge Bond",5,30,"3a80c9bb2bf6405c62f40a864087a6b4",2
2393578168,"Solstice Grasps (Majestic)",5,27,"c339f1b14d19fdeb0f70a12e881e78ea",1
2395788176,"First Ascent Boots",5,29,"46d1a71534614ae9d7f3b9b57654ff00",2
2395939950,"Illicit Reaper Mark",5,30,"c1978111a60b141eef3d0ae22098fdc5",0
2395959535,"Yuga Sundown Gloves",5,27,"269e4642bb19516dd9bfc41c081a40ad",2
2399134521,"Iron Will Mask",5,26,"e2d8e7b16990bf0d3a6b94327c53b10b",1
2400549110,"NPA ""Weir-Walker"" Bond",5,30,"a17609d35237ed1c1cc3b44c481a9a43",2
2400621276,"Lost Pacific Robes",5,28,"d0cce0d75620a16492a795de5c9386d5",2
2401598772,"Simulator Hood",5,26,"0c29992b93d95eaba148009891e71ac5",2
2401694485,"Simulator Legs",5,29,"7432903c4f1506e8c7dd1a42b789f922",2
2401746614,"Mark of the Pit",5,30,"21f1c9f587e4270478bbf3ad5aa660b8",0
2402428483,"Ossuary Gloves",5,27,"b8875664ad3270d6872cbd1c5a2e13fa",2
2402435619,"Philomath Cover",5,26,"6ee520ba0e0b3440745a2ed38c3ad1dd",2
2406652745,"Noble Constant Type 2",5,29,"495bad51da69f6d60a78d7a9068eaa63",0
2408514352,"The Took Offense",5,30,"d30dabb4a113b30ac75f3a54c8d36b86",1
2408846184,"BrayTech Survival Mitts",5,27,"49d993099ec982f87279efabc0f8a0dd",1
2411325265,"Scatterhorn Hood",5,26,"b4b42d31304f6ceb5a7b4eadb90c1eb1",2
2413328031,"Forged Machinist Greaves",5,29,"5730ee1554a87ae13ce8374db23cc7a6",0
