"id","name","description","icon"
2200569208,"Eyes on All","This weapon is capable of tracking and firing at multiple targets simultaneously.","851a3c5244f947a14d2a603e3b92bc4f"
2209280306,"IS 5 Circle","Circular iron sights. Short zoom. 
  •  Greatly increases handling speed","f0e645d8798c4547c7362bddaee24672"
2209280307,"IS 2 Classic","Rugged and simple iron sights. Short zoom. 
  •  Increases handling speed
  •  Slightly increases range","f0e645d8798c4547c7362bddaee24672"
2209918983,"Turnabout","Using this weapon to break the shield of a combatant or a Guardian using their Super will grant you an overshield.","02786692ea8de976f059b01b4450a67e"
2213355989,"High-Impact Reserves","Rounds at the end of the magazine deal more damage.","33ed859a08f2ccf643a1ac3c7f201966"
2213377102,"MIDA Synergy","Superb handling. Move faster with this lightweight weapon equipped. This weapon grants additional speed benefits when MIDA Multi-Tool is also equipped.","d8d316f540b241ebab16b4c9a6e73d18"
2216471363,"Disruption Break","Breaking a combatant's shield with this weapon makes them more vulnerable to Kinetic damage for an improved duration.","45b57ce27fa0213218c7cb8f2253c517"
2217963031,"Shot Swap","Final blows build and store charges which allow you to swap and stow this weapon at an additionally improved rate.","ea9fceb6c5d83d5f6f0ccdbe47ce13db"
2223914385,"Thunderer","This weapon's rate of fire is increased significantly, and fires full auto.","7ae54854599faf75411a55a621a0c4ed"
2224838837,"Unstoppable Force","Blocking damage with your shield increases projectile damage for a short time.","651350c3d18f7686aa911745424adce0"
2226793914,"Guidance Ring","Precision hits and final blows build Guidance Ring energy. Opposing Guardians grant additional energy. At full charge, hip firing creates a Guidance Ring.","59743510eecdd1b4727200eac9fbece3"
2238035098,"Storm and Stress","Kills with Drang reload this weapon and overflow a bonus damage round into the magazine.","f2ae02abd5241a1b799a2f26b1c85e0f"
2241043034,"Close to Melee","Glaive projectile final blows improve Glaive melee damage for an improved duration. Glaive projectile or melee damage extends the duration.","80eb44e8ea45a374db9fffe497d8b345"
2244851822,"Flash Counter","Melee blocked immediately after guarding disorients and weakens the attacker.","fb749a0428f9b1a7296d3671425264f9"
2261491232,"Pyrotoxin Rounds","Fires high-powered explosive ammunition.","66cbafffadc63a73e1f4c36bde03d5fc"
2272927194,"Perfect Float","Being in combat for a moderate time increases airborne effectiveness and reduces flinch until you are out of combat.","4b84679efdbd9bf21d23c5e8e6516e5f"
2275087323,"Explosive Light","Picking up an Orb of Power increases the next projectile's blast radius and damage. Increases the stack count limit.","a19132880fae832711f474218e791d21"
2282937672,"Bipod","Increases Rocket Launcher ammo and reserves, but reduces damage. Blast radius and reload speed are slightly reduced.","19c5d3e535cb27fbd4f037b024c165d7"
2284787283,"Clown Cartridge","Reloading this weapon randomly overfills it from reserves.","794d65813703324c653878def082ca66"
2287699930,"Broadhead","Piercing arrowhead that damages the target on entry and exit. One shot can overpenetrate multiple targets.","c27c59d81173c75afae0832fbac9151e"
2298656195,"Circle of Life","Rapidly healing allies grants this weapon a period of increased damage.","b2ea38d2727dcf5a7ef7e2a0a25d4621"
2306441428,"Supercharged Battery","Collecting an Orb of Power grants a period of maximum power that starts with an automatic reload. Sustained fire in this mode suppresses targets.","e6f4ca6a4af266e955b005514ac8cfab"
2307143135,"Harsh Truths","This weapon fires a 5-round burst. When a nearby ally is killed, gain health regeneration and increased movement speed.","e7d71eb1545a7464e60c848250bec332"
2308090567,"Field Prep","Greatly increased ammo reserves. Improved faster reload, stow, and ready when you're crouching.","4ee1ecaead6fe2de1a2cab07f8b7be3f"
2319119708,"High Ground","Final blows with this weapon grant stacks of bonus damage. Attacking targets from higher ground immediately grants the maximum number of stacks.","5ee6f65d7af0a9acf6f22e3254e85283"
2333607307,"Impetus","Reloading immediately after a kill increases weapon damage for a short time.","534cb3d60aae6e5d3e5fc067e0fa58cb"
2349202967,"Heavy Guard","Sword Guard has high overall defenses, but lowers charge rate.","6ec0f787c192f27f4039140af9be1af9"
2353477480,"Rapid-Fire Frame","Deeper ammo reserves. Slightly faster reload when magazine is empty.","801d62d1f9783bee81d5700c54c24fda"
2360754333,"Trench Barrel","After a successful melee hit, this weapon gains increased damage, handling, and reload speed for a short duration—or until three shots are fired.","44f1e50b0d6629fc2f08bc7067ce011b"
2363751990,"Infinite Guard","Sword Guard has balanced defenses and maximized endurance.","6aef1709498dad9c61e2d85874f34c8b"
2379536009,"Remote Shield","[Alternate Weapon Action]  : When weapon energy is full, consume it before firing to make your next shot deploy a protective shield on impact. Passing through the protective shield provides a Void Overshield and improves weapon damage, reload speed, and handling.","74becd5fc67ed24c152e838b73cd5eef"
2383960413,"Cruel Remedy","Kills with this weapon heal the wielder. Precision kills also refill the magazine.","06c295c5e4f7604c1f2ae3914d9a3ba5"
2387244414,"Zen Moment","Causing damage with this weapon reduces recoil and flinch over time.","9650a58cd3a439bf3b53a53dbc8122a0"
2395713912,"Umbral Sustenance","This weapon's magazine is automatically reloaded when you gain Devour, a Void overshield, or become invisible.","4bcd6ba34decb320ea9f9ecabf6a9b1c"
2396422520,"Slideways","Sliding partially reloads this weapon's magazine and temporarily boosts handling and stability greatly.","531db7656c3f2ed054898e141d85b801"
2396489472,"Chain Reaction","Each final blow with this weapon creates an elemental damage explosion.","d17a60978288581d13a4aab6b9fc2b0e"
2399646028,"Leviathan's Sigh","When fully drawn, the bolt creates a large concussive blast that knocks combatants back and makes them volatile.","187c5049048eba567af9459dbffed7ce"
2402480669,"Focused Fury","Dealing half of the magazine as precision damage grants this weapon bonus damage for an improved duration. The shot count is reset whenever the weapon is reloaded or stowed.","15fb47018719c99ae37d10f794bc957e"
2405598968,"Vestigial Alchemy","This weapon gains energy when you pick up Vestiges and allows you to create ammo at the projectile impact point for you and your allies. Special ammo mode unlocks at 50% energy, while Heavy ammo mode unlocks at 100% energy. 

To transform Vestiges into Special ammo, [Alternate Weapon Action]  and cycle through all available firing modes. 

To transform Vestiges into Heavy ammo, [Alternate Weapon Action]  and cycle firing modes a second time.","5f843adf242458d9b797f055454025f2"
2405638014,"Red Dot Micro","Agile sight. Short zoom. 
  •  Increases range
  •  Increases handling speed","e43da5dcb1d2a05616be6f695eede7a1"
2405638015,"Red Dot 2 MOA","Snapshot sight. Short zoom. 
  •  Slightly increases range
  •  Increases handling speed","e43da5dcb1d2a05616be6f695eede7a1"
2410284308,"TrueSight IS","Light, flexible sight. Short zoom. 
  •  Increases range
  •  Increases handling speed","8624b5c2c44539d0b9416f210e43a2b2"
2410284310,"Fastdraw IS","Lightweight sight. Short zoom. 
  •  Increases handling speed
  •  Slightly increases range","8624b5c2c44539d0b9416f210e43a2b2"
2410284311,"Quickdraw IS","Agile sight. Short zoom.
  •  Greatly increases handling speed","8624b5c2c44539d0b9416f210e43a2b2"
2414725840,"Satou Focus Lens","Far scope. Long zoom. Highlights enemy targets.
  •  Increases range
  •  Slightly increases handling speed","95eafdb9c039fad9c0925d82cd86243f"
2414725841,"Satou Precision Lens","Precision scope. Long zoom.
  •  Greatly increases range
  •  Decreases handling speed","db1ac214d85f19dcd07a41fd8f5a9e94"
2416023159,"Offhand Strike","Final blows grant additional weapon range, stability, and accuracy when firing from the hip for a short duration.","599d73ea677633784655fc4161327c14"
2420895100,"Extended Mag","This weapon has a greatly increased magazine size, but reloads much slower.
  •  Greatly increases magazine size
  •  Greatly decreases reload speed
  •  Increases airborne effectiveness","66cfea124e24e73cca1ce6370b44ca7e"
2422968039,"Adrenaline Junkie","This weapon gains increased damage and handling from final blows with grenades or this weapon for an improved duration.","6f8bde03140b53e6dc583ada1aeaa51d"
2428997981,"Permeability","Using your class ability changes this weapon's damage type to match your equipped Super until you stow the weapon.","8b9d5337822da200425e0422b7376c24"
2440389870,"Composite Propellant","Rockets embed themselves in struck targets and periodically eject incendiary fuel that inflicts Scorch. The longer this weapon goes without firing, the more fuel the next rocket contains.","11bb35aced31adb1ccb493800ac8833e"
2450788523,"Killing Wind","Final blows grant increased mobility, weapon range, and handling for a short duration.","db2aa71ff6d808929bb0e668dcf0822e"
2451262963,"Fragile Focus","This weapon gains bonus range until your shield is destroyed. The bonus returns once your shield has regenerated to full strength.","3d2e945cc3d38e88c87ee3e2687b612a"
2458213969,"Multikill Clip","Reloading grants increased damage based on the number of rapid final blows made beforehand.","3749921a74a378259228d5e989459311"
2459015849,"Trench Barrel","After a successful melee hit, this weapon gains increased damage, improved handling, and improved reload speed for a short duration—or until three shots are fired.","44f1e50b0d6629fc2f08bc7067ce011b"
2467967826,"Chambered Compensator","Stable barrel attachment.
  •  Increases stability
  •  Moderately controls recoil
  •  Slightly decreases handling speed","0b451cbccc7f11f6aec9c153e59474cb"
2473404935,"Mad Scientist","This weapon fires a volley of rockets.","37b8b2948487e3cd7b912e07ebaa1059"
2476672792,"Threat Remover","Dealing damage with nearly all pellets in a spread increases reload speed, handling, and stability.","d6a5171d8bec7c818783f3e7b1b6426b"
2482418662,"Longest Winter","Periodically generates Ionic Traces while in its high-damage state.","dc14d2cc3f34c60b114955332a733d56"
2491817779,"Prototype Trueseeker","This weapon's rockets have tracking. Lock onto targets when aiming down sights.","d6ab4dfeca0531e5494aed4cc2d76c2c"
2495011826,"Ensemble","Substantially improved handling and reload speed when allies are nearby.","421d6325598857bc63c1df0f25607cde"
2503665585,"Empty Traits Socket","No perk currently selected.

More perks become available as the weapon level increases.",
2516532331,"Arc Conductor","When taking Arc Damage, this weapon becomes more powerful and resists incoming Arc Damage. Kills extend the time in this overcharged state.","a4961c9b9db1aa3e14cc4953d497bbce"
2518716062,"Aggressive Frame","High damage, moderate charge time. Fires a horizontal volley.","5c4c7b8c580a97ede3981eceefb63540"
2529412083,"Blunt Execution Rounds","Damaging nearby combatants with melee abilities dramatically increases handling and damage. Expires after an improved short duration or the next shot.","bf4f14c413c7dd2d84e028c5a39f0902"
2540536653,"Ravenous Beast","This weapon stores power when dealing or receiving damage.
[Alternate Weapon Action]  : Unleashes the beast when full, increasing outgoing damage and reducing incoming Solar damage.","b948a2cbfdadce05ba0abfea7ccc61bc"
2541826827,"Repulsor Brace","Defeating a Void-debuffed target grants an overshield that lasts for an improved duration.","cfcbde3872d34c5258fd8227640a020e"
2551157718,"Box Breathing","Aiming this weapon for a short period without firing grants bonus range and precision damage that resets after firing or exiting zoom.","ef9c0dbddcb4c51fe5d3768e26b73746"
2557881346,"Vortex Frame","[Heavy Attack]  : Launch a heavy spin attack.
Heavy attacks are stronger with full energy.","23e50e126159f0f22983f73d6a246f0d"
2562668800,"Collective Action","Collecting elemental pickups or throwing a Strand Tangle grants a longer initial period of increased damage, and an improved stacking period of increased damage.

Elemental pickups include Firesprites, Void Breaches, Stasis Shards, Ionic Traces, and Strand Tangles.","901c6420954a4e60fc8a521960f556a8"
2564164194,"Compounding Force","Fires slugs that cause massive damage to combatant shields. Strong against [Shield-Piercing] Barrier Champions.","de617622ec896db7e2e79a2b2cdcb24e"
2570477205,"Multikill Clip","Reloading grants increased damage based on the number of rapid final blows made beforehand for an improved duration.","3749921a74a378259228d5e989459311"
2571259936,"Compressed Wave Frame","Projectiles release a wave of compressed energy when they contact the ground.","00c13147258a00b339f472516328267f"
2578928832,"Rewind Rounds","When this weapon's magazine is empty, it refills from reserves based on the number of hits.","a201fd61905b802867b677cf927e6e04"
2578928833,"Headseeker","Body shots landed with this weapon increase precision damage and aim assist for a short time. Body shots landed while the perk is active refresh the time.","bdca577f8850f3c6168e9bc055019934"
2578928835,"Rapid Hit","Rapid precision hits temporarily increase stability and reload speed.","de22847fa94634a487758041887bcdaa"
2579169598,"Lone Wolf","Slightly improves aim assist, aim down sights speed, and airborne effectiveness. Increases these effects when there are no nearby allies.","4c244b847778a484726543e5c35935ef"
2585427437,"Traitor's Vessel","Fires a wide horizontal spread when shot from the hip.
Final blows with this weapon have a chance to generate Ionic Traces. Powerful foes and opposing Guardians always generate Ionic Traces.","874117e5281d47fee9db7109d49ce2b3"
2586829431,"Shot Swap","Final blows build and store charges which allow you to swap and stow this weapon at a faster rate.","ea9fceb6c5d83d5f6f0ccdbe47ce13db"
2590710093,"Tireless Blade","Sword ammo granted for every other powered sword kill.","d597ced6ce0812d168ce86b31eaaeb03"
2594592626,"Controlled Burst","Landing every shot in a burst grants this weapon increased damage and reduced charge time for a short duration.","9fd6e7728f412a69a653e5b49d752895"
2608508147,"Heavy Slug Thrower","[Aim Down Sights]  : Spins up this weapon. This weapon can be fired only when fully spun up.","f927198102dc3ae4ec25bf9846d4e535"
2610012052,"Golden Tricorn","Final blows with this weapon grant bonus damage. While this buff is active, grenade or melee kills of the same damage type greatly increase its damage and duration.","8ad63f37f2513f56892e0ed20621f5dc"
2617553311,"Rimestealer","Destroying a Stasis crystal or defeating a frozen target with this weapon grants you an improved amount of Frost Armor.","b88380f8b364c2743d53f12d4d98e273"
2620589274,"The Fundamentals","[Alternate Weapon Action]  : Changes this weapon's damage type, cycling between Solar, Arc, and Void. Grants different stats based on your selected damage type.

Solar - Increases reload speed and aerial effectiveness.
Arc - Increases handling and range.
Void - Stability and aim assist.","ecba89a4707a99a228d831d956042511"
2621346526,"Ensemble","Improved handling and reload speed when allies are nearby.","421d6325598857bc63c1df0f25607cde"
2622129339,"Support Frame","Flexible and agile frame capable of healing allies and hurting foes. Harming targets builds a restorative charge.

Hip firing at allies while this weapon is charged heals them, with rapid healing increasing weapon damage and bestowing restoration to your allies.","922b3354dd900848ecf72bcf9e1ae022"
2635532173,"Accurized Rounds","This weapon can fire longer distances.
  •  Increases range","d85024478504205359c7fb52dbc4f6b6"
2636679416,"Hail Barrage","Final blows with this weapon grant Stasis arrows. Your next hip-fire shot will fire all of them in a single volley.","0ed53c6078abceb7bf6505726b1c8cd4"
2641107734,"Unrepentant","Reloading after defeating a target causes the next burst to be a longer, more powerful superburst.","ca5ce2f7c5c12176a901a32638e1a322"
2652708987,"Successful Warm-Up","Each final blow increases charge/draw speed.","86e2c776ad294730c87b0ef0f150a748"
2655147888,"Snareweaver IV","Precision hits and final blows build energy towards a Snareweaver arrow that can be fired from the hip. On impact, Snareweaver arrows create a pattern of traps that suspend nearby targets.","4061fbc69bad26a23b8be567b8f2ed1e"
2655147894,"Snareweaver II","Precision hits and final blows build energy towards a Snareweaver arrow that can be fired from the hip. On impact, Snareweaver arrows create a pattern of traps that suspend nearby targets.","4061fbc69bad26a23b8be567b8f2ed1e"
2655147895,"Snareweaver III","Precision hits and final blows build energy towards a Snareweaver arrow that can be fired from the hip. On impact, Snareweaver arrows create a pattern of traps that suspend nearby targets.","4061fbc69bad26a23b8be567b8f2ed1e"
2656694271,"Swooping Talons","Dealing damage while airborne increases this weapon's damage output.","c37583c0d96cc0dcaaa158069b58814d"
2658083589,"Surplus","Substantially increases handling, reload speed, and stability for each fully charged ability.","a4c054c3547840300b9ce7ef11b7b6fc"
2662236651,"Archer's Gambit","Hipfire precision hits grant a massive draw speed bonus for an improved duration. Further precision hits extend the duration.","3564fd36f6fabba7557de4df20e00cb3"
2675184851,"Incandescent","Defeating a target spreads a longer lasting scorch to those nearby.
More powerful combatants and opposing Guardians cause scorch in a larger radius.","22ed4a2cd5a0eb129a14ce77db49373f"
2675361166,"Wellspring","Final blows with this weapon generate an improved amount of ability energy. This energy is divided between your uncharged abilities.","ec2e3096ebd447bd6137735c9067b991"
2679249093,"One-Two Punch","Hitting an enemy with every pellet in a shot increases melee damage for a short duration.","013a56db7dc9c3f89012a381f601a4ff"
2680121939,"Enhanced Battery","Strong battery life.
  •  Increases magazine size","0ee59b61e99c52c85c2ea18ab705f700"
2682205016,"Overflow","Picking up Special or Heavy ammo loads this weapon even further beyond normal capacity.","3165fec56b59363fa974a11f5730f4ec"
2713678205,"Low-Impedance Windings","Improved output efficiency.
  •  Increases shield duration
  •  Slightly increases reload speed
  •  Decreases range","d8b1d1ce11135074d7448314b0381356"
2717805783,"Moving Target","Increased movement speed and improved target acquisition when moving while aiming down sights.","40b591eae7f122fdf1cfca21fc6f6c0f"
2720533289,"Magnificent Howl","The number of precision final blows before reloading affects the total rounds granted with increased range and damage. Precision final blows with Magnificent Howl active extend the effect for additional rounds.","986aeac26e30b3d5509e83f10a953da7"
2724693746,"Touch of Malice","The final round in the magazine deals bonus damage, drawing from the wielder's life force, and then regenerates itself. Rapidly defeating 3 targets restores health. Guardians and powerful combatants count as more than one defeated target.","c05e57ebabbfd46b0788d9cbb45a5510"
2726471870,"Thresh","Killing combatants with this weapon generates a small amount of Super energy.","7f9dcf3bd4a8a4e0d2d0922827f038c9"
2727957645,"High Octane","Igniting nearby targets partially replenishes fuel. This weapon refills itself from reserves upon gaining maximum fuel.","74adaa8bd374d4b76f5282d1c4786c6b"
2732913576,"Red Dot-OAS","Accurized sight. Medium zoom.
  •  Increases range
  •  Slightly increases handling speed","e43da5dcb1d2a05616be6f695eede7a1"
2732913578,"Red Dot-ORS","Snapshot sight. Short zoom. 
  •  Slightly increases range
  •  Increases handling speed","e43da5dcb1d2a05616be6f695eede7a1"
2732913579,"Red Dot-ORS1","Agile sight. Short zoom. 
  •  Increases range
  •  Increases handling speed","e43da5dcb1d2a05616be6f695eede7a1"
2733244971,"Trinary Vision","One-shot handheld Grenade Launcher. Projectiles release a fan of three energy waves on contact with the ground.","a513ecb3fc543444e73f99e1f5ab186b"
2741975068,"Slug Rifle","This weapon lobs explosive slugs. When you're aiming down sights, the slugs travel fast and straight. When you're firing from the hip, the explosion is larger and applies Scorch to the target.","8ef7b7a6bb98a9286908425ce650afa3"
2748258257,"Heating Up","Final blows with this weapon increase accuracy and stability while improving vertical recoil for a longer duration.","39d2032b3c5bc7a5b2fe391c64ccb7db"
2748801589,"Harmony","Final blows with other weapons improve this weapon's damage and performance for an improved duration.","0a3c1c5e1cb05adef7cf6af6602a0da0"
2749775325,"Light Battery","Lightweight, agile battery.
  •  Increases handling speed
  •  Increases reload speed","006ff9fe30b0ef0309b499f364803b6b"
2751656639,"M1R Distribution Matrix","Fires a spread. Equipped with a quick-draining shield. Blocking damage with your shield gradually bestows Void overshields to yourself and nearby allies.","8f2a67b712b70195e7d5b5fc46e249fd"
2753228730,"Lightweight Frame","Fast movement.
[Heavy Attack]  : Dash attack.","6db8cd21c2b3e6fffeb6f111d6c70dd2"
2757685314,"Aggressive Frame","High damage, high recoil. Optimized for long-distance shooting.","5c4c7b8c580a97ede3981eceefb63540"
2767894946,"Paracausal Beam","Fires a beam of Kinetic light, dealing massive bonus damage to shields.","e393126db4d742ed7ca1b24482f60515"
2769013282,"Property: Undecidable","This [weapon|instrument|topology] adapts its damage type to match your equipped grenade. Final blows grant grenade energy.","8c1eb879e152cd98b93ac6e689097131"
2770223582,"Fan Fire","This weapon fires full auto. Hip-fire shots deal bonus precision damage while increasing reload speed and accuracy.","c83ad077da38bec742c473892a5e4dca"
2779035018,"Feeding Frenzy","Each rapid kill with this weapon progressively increases reload speed for a short time.","89d7e65f5ebe8d291ea96f128765921d"
2782457288,"Killing Tally","Kills increase this weapon's damage until it is stowed or reloaded.","a64f5d3e972ea35b1789f62999235083"
2785334058,"Eddy Current","Temporarily increases reload speed and handling after sprinting or while amplified; increased reload speed and handling have a longer duration. This effect is significantly improved when you are amplified.","e0f3c00a8b2cbccb8f1f1b318026aeee"
2795311559,"Pace Yourself","Tapping the trigger gives this weapon less recoil and improves accuracy.","ee5bed70c245ea3caa23bef01b747104"
2799030358,"Desperate Measures","Weapon final blows grant bonus damage for an improved duration. Melee and grenade final blows grant a larger damage bonus that can stack.","25692d31f4963c07c3a82aba508b52b6"
2799667909,"Silkbound Slayer","This weapon deals bonus damage to suspended targets. Gain faster draw time for a short duration when you suspend a target from any source or damage a suspended target with this weapon.","2096c2a2431760eb26fd0215682b5809"
2801223209,"Elastic String","Excellent snapback.
  •  Decreases accuracy
  •  Faster draw time
  •  Slightly increases handling speed","7ac5f641c349090716f486180d57b0af"
2804762401,"Regenerative Motion","Sprinting gradually reloads this weapon.","af9f5566c5765b4b4ea001d3014d4397"
2814973067,"Markov Chain","This weapon gains increased damage from melee kills and kills with this weapon. Melee kills grant ammo for this weapon.","c7b8d436124eb54d18afd3ca01d195bd"
2817499044,"Envious Arsenal","Dealing damage with both other weapons before readying this weapon refills it from reserves. Increases ammo reserves.","234bcd9dc9f5e3ec850a8eac748afbde"
2822142346,"High-Velocity Rounds","This weapon's projectiles are particularly light and quick.
  •  Increases projectile speed
  •  Increases reload speed","2a2b757cd73305126990cd19ad011a2c"
2827049491,"Honed Edge","Increased sword damage.","8390e18bed6857847be890f4d07a9583"
2840833776,"Shoot to Loot","Shooting an Orb of Power picks it up. Shooting an ammo brick picks it up and automatically reloads all of your equipped weapons from reserves. Increases range.","e8c6e23afe3c4215f0dc0c2941500c28"
2846385770,"Rangefinder","Aiming this weapon increases its effective range and zoom magnification. Increased projectile velocity while aiming Rocket Launchers, Grenade Launchers, and Bows.","74270d52bec24f1f5f4c987f5f37fce9"
2848175214,"Ice Breaker","Defeating a target with this weapon causes them to explode. Precision final blows or shattering a frozen target instead triggers an ignition.","1de2030a580f54e34b3282df37ac9cd5"
2848615171,"Dragonfly","Precision kills create an elemental damage explosion.","c87b03bb6d56b393f8582e128b337332"
2856365672,"Energy Transfer","Guarding while receiving damage generates class ability energy at an improved rate.","dd7cb12c5aa30d4027c04be8c66f67e2"
2859149211,"Beacon Rounds","Final blows with this weapon grant your projectiles tracking and increase reload speed. Dealing further damage extends the duration.","53b269a1760611b75170abde8ff1032c"
2860991074,"Flash Counter","Melee blocked immediately after guarding disorients and weakens the attacker. Ammo reserves increased.","fb749a0428f9b1a7296d3671425264f9"
2866798147,"No Distractions","Aiming this weapon for a short period reduces flinch.","3f6534e7fd934e0ecfeb1cac9da9c97f"
2869569095,"Field Prep","Increased ammo reserves. Faster reload, stow, and ready when you're crouching.","4ee1ecaead6fe2de1a2cab07f8b7be3f"
2870095399,"Thermoplastic Grenades","Grenades fired from this weapon bounce further. 
  •  Increases stability 
  •  Increases projectile speed","7719ee208d63dc5311f8d08d11baa463"
2874284214,"Aggressive Burst","Hard-hitting four-burst fire.","5c4c7b8c580a97ede3981eceefb63540"
2881100038,"Lagrangian Sight","This weapon marks targets with an automated targeting system. Final blows on marked targets generate a telemetry pattern. Collecting 3 telemetry patterns without dying grants this weapon bonus damage for a long duration.","2bc336a86133b99f54e284f86ddcea90"
2888557110,"Full Court","Increases detonation damage as the projectile travels further before exploding.","b3153ac6eb5bc0315ef2d4c11c327a84"
2889515627,"Adagio","After defeating a target, this weapon fires, charges, or draws more slowly and deals increased damage for an improved time.","b344c34bf750a840b24ff5d2f8fe4507"
2896038713,"Focused Fury","Dealing half of the magazine as precision damage grants this weapon bonus damage. The shot count is reset whenever the weapon is reloaded or stowed.","15fb47018719c99ae37d10f794bc957e"
2896748467,"Killing Tally","Final blows increase this weapon's damage until it is stowed or reloaded. Improves magazine size.","a64f5d3e972ea35b1789f62999235083"
2898218424,"Air Assault","Final blows grant an improved stacking bonus to airborne effectiveness. Final blows while airborne grant increased stacks.","4c0ec089add62d58c6bb24387cde0bea"
2898674457,"M1R Distribution Matrix IV","Fires a spread. Equipped with a quick-draining shield. Blocking damage with your shield gradually bestows Void overshields to yourself and nearby allies.","8f2a67b712b70195e7d5b5fc46e249fd"
2898674462,"M1R Distribution Matrix III","Fires a spread. Equipped with a quick-draining shield. Blocking damage with your shield gradually bestows Void overshields to yourself and nearby allies.","8f2a67b712b70195e7d5b5fc46e249fd"
2898674463,"M1R Distribution Matrix II","Fires a spread. Equipped with a quick-draining shield. Blocking damage with your shield gradually bestows Void overshields to yourself and nearby allies.","8f2a67b712b70195e7d5b5fc46e249fd"
2904194311,"Withering Gaze","Aiming this weapon for a shorter period of time without firing grants the ability to weaken the next target. Timer resets after firing or when you stop aiming down sights.","ff3a789b729978880907dc5dc08b3793"
2909403175,"Mortal Polarity","Precision final blows generate a lightning bolt at the target's location.","0790a72c1ce7597cd58a232d8f64d556"
2911329003,"Grenades and Horseshoes","Projectiles will detonate when they are within close proximity of their targets.","384717724864a3665c401fd3c4ca2a95"
2921090754,"Soul Devourer","Absorbing a Remnant strengthens Mark of the Devourer and partially refills the magazine.","90b51d68f4605116e7c1a7d29e2d155b"
2923251173,"Kill Clip","Reloading after defeating a target grants increased damage for an improved duration.","0afd4799427004b2d8170ab213a2ef0c"
2928496916,"Rocket-Assisted Frame","Sidearm fires self-propelled rocket ammunition. Projectiles explode on impact for high damage.","0362f949c16fe72358a5c7bb93be3f60"
2938480696,"Rapid Hit","Rapid precision hits temporarily increase stability and reload speed substantially.","de22847fa94634a487758041887bcdaa"
2939589096,"Target Lock","Damage increases by an improved amount the longer this weapon remains on a target.","72be46e05195a95ae1307a684f68456b"
2940035732,"Wrath of the Colossus","Heavy slug launcher that charges, then fires full auto while the trigger is held.","25435e54bba83b9e877d6eaa45f8fa3d"
2946784966,"Tunnel Vision","Reloading after defeating a target greatly increases target acquisition and aim down sight speed for a short duration.","ab0837be56c8d5cfc474acd4f3f9c7ac"
2962361451,"Wolfpack Rounds","Rounds fired split into tracking cluster missiles upon detonation.","9581a5329d9eff75cb770180cc644ced"
2963273944,"Master of Arms","Final blows with any weapon improve this weapon's damage for an improved duration.","fce1ea2064814689d7ca08a2acdb1d23"
2965975126,"Screaming Swarm","Fires a stream of sentient, toxic projectiles that track the targeted enemy.","cbd704c7339e678a447f22a83bf67b61"
2969185026,"Projection Fuse","Distance optimizations.
  •  Increases range","eaa6fcec699a88e768782068d5e509e1"
2976676960,"Command Frame","Fires extended-range, heavy-caliber projectiles at a reduced rate of fire. Deals increased precision damage when aiming down sights.","7e49ea5c8547243fbd5e5d8361bcacb4"
2977709078,"Excavation","Grenades spawn cluster bombs upon detonation. Defeating targets creates Arc explosions.","2de42e7192359a2d5678d72c1d409f38"
