"id","perk_id"
2233052799,859780267
2233052799,23371658
2233052799,1183436451
2233052799,332733060
2233052799,2799030358
2233052799,64866129
2233052799,331667533
2234985803,990298390
2234985803,1067908860
2234985803,3465198467
2234985803,4259401308
2234985803,1134447515
2238368867,11612903
2238368867,4293542123
2238368867,1546637391
2238368867,3751912585
2238368867,365154968
2238368867,4049631843
2238368867,2422968039
2238368867,2675184851
2238368867,3418165135
2238368867,331667533
2238368867,2939589096
2238368867,859780267
2239603882,957782887
2239603882,3201496230
2239603882,469285294
2239603882,1546637391
2239603882,2896038713
2239603882,1771339417
2239603882,2551157718
2239603882,4116820839
2239603882,1545231802
2239603882,3335686050
2239603882,3418165135
2239603882,2402480669
2239603882,395388285
2239603882,23371658
2240968642,4104185692
2240968642,2551157718
2240968642,3673922083
2240968642,1365187766
2240968642,3038247973
2240968642,3824105627
2248964827,839105230
2248964827,1467527085
2248964827,3250034553
2248964827,4090651448
2248964827,202670084
2248964827,3661387068
2248964827,1392496348
2248964827,1482024992
2248964827,1840239774
2248964827,1007199041
2253946074,3993379141
2253946074,1546637391
2253946074,243981275
2253946074,3708227201
2253946074,831391274
2253946074,2451262963
2253946074,3751912585
2253946074,1164602481
2253946074,3418165135
2253946074,984655331
2253946074,781192741
2253946074,102912326
2253946074,1609056795
2253946074,331667533
2253946074,2503665585
2257013221,2896038713
2257013221,2209918983
2257013221,588594999
2257013221,4049631843
2257013221,1546637391
2257013221,3708227201
2257013221,4082225868
2257013221,2402480669
2257013221,2000295559
2257013221,2717805783
2257013221,859780267
2257013221,3418165135
2257013221,781192741
2257013221,1161469972
2259138674,438098033
2259138674,2213355989
2259138674,2978966579
2259138674,4082225868
2259138674,1546637391
2259138674,2652708987
2260498574,1195158366
2260498574,3017780555
2260498574,1821614984
2260498574,247725512
2260498574,3619207468
2260498574,2846385770
2260498574,2451262963
2267674642,3096702027
2267674642,1556840489
2267674642,3978468247
2267674642,247725512
2267674642,3619207468
2267674642,3418782618
2267674642,957782887
2267674642,1658784563
2267674642,3442762221
2267674642,906981559
2267674642,2938480696
2267674642,3198323828
2267674642,1563455254
2267674642,4116820839
2267674642,2503665585
2271428320,247725512
2271428320,3161816588
2271428320,706527188
2271428320,3436462433
2271428320,2010801679
2271428320,1866048759
2273176024,1771339417
2273176024,3300816228
2273176024,3161816588
2273176024,47981717
2273176024,3523296417
2273349791,744594675
2273349791,3400784728
2273349791,1168162263
2273349791,3018146897
2273349791,968510818
2273349791,2586829431
2273349791,2272927194
2273349791,2139363611
2273349791,573122728
2273349791,1347741687
2273349791,4100396181
2273349791,424370782
2273349791,2217963031
2273349791,711628886
2273349791,2503665585
2279309781,1015611457
2279309781,11612903
2279309781,3751912585
2279309781,3592538738
2279309781,365154968
2279309781,1890422124
2292611215,990298390
2292611215,3465198467
2292611215,4259401308
2292611215,1067908860
2292940021,1451849462
2292940021,3751912585
2292940021,2048641572
2292940021,2679249093
2292940021,47981717
2292940021,2360754333
2292940021,4175584682
2292940021,331667533
2292940021,1926441324
2292940021,788178929
2292940021,1370847713
2292940021,2459015849
2300558955,3324494224
2300558955,1451849462
2300558955,2450788523
2300558955,2679249093
2300558955,4104185692
2300558955,2360754333
2301428788,744594675
2301428788,1820235745
2301428788,588594999
2301428788,509074078
2301428788,1570042021
2301428788,1645158859
2302298669,2779035018
2302298669,1645158859
2302298669,3275789089
2302298669,3300816228
2302575765,3324494224
2302575765,2109543898
2302575765,365154968
2302575765,4104185692
2302575765,2848615171
2302575765,1890422124
2302575765,3078487919
2302575765,2562668800
2302575765,2799030358
2302575765,2939589096
2302575765,3007133316
2302575765,169755979
2302575765,1523649716
2302575765,3744057135
2302575765,2503665585
2304022706,744594675
2304022706,3300816228
2304022706,509074078
2304022706,1570042021
2304022706,1583705720
2304022706,1556840489
2304022706,2779035018
2304022706,1645158859
2304022706,2621346526
2304022706,671806388
2304022706,1428297954
2304022706,2869569095
2307420431,1631667848
2307420431,2387244414
2307420431,2284787283
2307420431,3300816228
2307420431,2869569095
2309736299,3523296417
2309736299,2679249093
2309736299,47981717
2309736299,4104185692
2309736299,2450788523
2309736299,1546637391
2313974682,4049631843
2313974682,3108830275
2313974682,2726471870
2313974682,2458213969
2313974682,3350417888
2313974682,2848615171
2313974682,1683379515
2313974682,47981717
2313974682,460017080
2313974682,1546637391
2313974682,3425386926
2313974682,3511092054
2319601913,4293542123
2319601913,3324494224
2319601913,2652708987
2319601913,47981717
2319601913,3365897133
2319601913,555281244
2319601913,2675184851
2319601913,2562668800
2319601913,617966211
2319601913,1370847713
2319601913,1551736345
2319601913,332733060
2325187213,1439600632
2325187213,3194351027
2325187213,3708227201
2325187213,3523296417
2325187213,3977735242
2325187213,706527188
2325187213,2282937672
2325187213,2275087323
2325187213,781192741
2325187213,1906147653
2325187213,406461158
2325187213,1961144892
2326094508,3592538738
2326094508,3523296417
2326094508,2726471870
2326094508,2458213969
2326094508,47981717
2326094508,4104185692
2326775356,671806388
2326775356,3096702027
2326775356,3400784728
2326775356,595108252
2326775356,1658784563
2326775356,573122728
2326775356,3700496672
2326775356,1583705720
2326775356,1428297954
2326775356,2840833776
2326775356,1409206216
2326775356,2014892510
2326775356,2503665585
2328153704,2848615171
2328153704,1359896290
2328153704,3592538738
2328153704,957782887
2328153704,3523296417
2328153704,1890422124
2330418886,2387244414
2330418886,699525795
2330418886,1890422124
2330418886,1645158859
2330418886,1359896290
2330418886,1168162263
2333374305,3619207468
2333374305,3324494224
2333374305,2048641572
2333374305,2896038713
2333374305,3038247973
2333374305,438098033
2333374305,4104185692
2333374305,3198323828
2333374305,2562668800
2333374305,1926441324
2333374305,2402480669
2333374305,64866129
2333374305,2748801589
2333374305,3007133316
2333374305,2503665585
2348827078,3966416502
2348827078,3751912585
2348827078,3194351027
2348827078,3078487919
2348827078,438098033
2348827078,557221067
2348827078,4104185692
2348827078,717070634
2348827078,331667533
2348827078,2275087323
2348827078,3744057135
2348827078,2748801589
2348827078,2896748467
2348827078,3007133316
2355021758,3523296417
2355021758,588594999
2355021758,1821614984
2355021758,1771339417
2355021758,47981717
2355021758,1546637391
2355021758,2896038713
2355021758,1906147653
2355021758,2717805783
2355021758,1942880504
2355021758,395388285
2355021758,1370847713
2355021758,3418165135
2355021758,2402480669
2355021758,2503665585
2357172042,588594999
2357172042,3414324643
2357172042,2109543898
2357172042,4049631843
2357172042,3365897133
2357172042,3640170453
2357172042,2173046394
2357172042,2717805783
2357172042,2662236651
2357172042,2799030358
2357172042,859780267
2357172042,1551736345
2357172042,1817983009
2357172042,1720528630
2357172042,2503665585
2357767396,1546637391
2357767396,3425386926
2357767396,3708227201
2357767396,4104185692
2357767396,951095735
2357767396,2224838837
2357767396,1782407750
2357767396,2173046394
2357767396,4082225868
2358610582,2896038713
2358610582,2209918983
2358610582,124408337
2358610582,1890422124
2358610582,3108830275
2358610582,3511092054
2358610582,1546637391
2358610582,588594999
2358610582,3523296417
2358610582,4049631843
2358610582,2458213969
2358610582,4104185692
2361892914,671806388
2361892914,2848615171
2361892914,1583705720
2361892914,595108252
2361892914,169755979
2361892914,1409206216
2361892914,2172504645
2361892914,3523296417
2361892914,247725512
2361892914,1570042021
2361892914,1172098417
2361892914,1906147653
2361892914,2938480696
2361892914,2748258257
2365374915,1168162263
2365374915,2846385770
2365374915,247725512
2365374915,3275789089
2365374915,706527188
2365374915,957782887
2371504247,4071163871
2371504247,3096702027
2371504247,2869569095
2371504247,205890336
2371504247,280464955
2371504247,706527188
2371504247,3436462433
2371504247,2450788523
2371504247,2779035018
2371504247,1168162263
2371504247,972757866
2371504247,1631667848
2377721883,1645158859
2377721883,1015611457
2377721883,972757866
2377721883,706527188
2377721883,1631667848
2377721883,1866048759
2377721883,2846385770
2377721883,4082225868
2377721883,3523296417
2377721883,3108830275
2377721883,4104185692
2377949321,619537267
2377949321,2503665585
2378666414,2450788523
2378666414,588594999
2378666414,2010801679
2378666414,205890336
2378666414,3436462433
2378666414,706527188
2379769074,1645158859
2379769074,1821614984
2379769074,968510818
2379769074,1631667848
2379769074,2272927194
2379769074,2779035018
2381035388,968510818
2381035388,3828510309
2381035388,1631667848
2381035388,923806249
2381035388,2039302152
2381035388,972757866
2381035388,424370782
2381035388,1771736209
2381035388,402033656
2381035388,3422796781
2381035388,2396422520
2381035388,1685378950
2382274633,280464955
2382274633,1583705720
2382274633,3436462433
2382274633,671806388
2382274633,1570042021
2382274633,509074078
2382422797,2173046394
2382422797,4049631843
2382422797,3078487919
2382422797,11612903
2382422797,243981275
2382422797,2319119708
2382422797,1720528630
2382422797,859780267
2382422797,3744057135
2382422797,2422968039
2382422797,984655331
2382422797,2140591236
2386669684,1015611457
2386669684,3425386926
2386669684,2846385770
2386669684,1890422124
2386669684,2387244414
2386669684,47981717
2393358051,3350417888
2393358051,3708227201
2393358051,4082225868
2393358051,3108830275
2393358051,2387244414
2393358051,699525795
2393358051,3425386926
2396748202,1645158859
2396748202,2450788523
2396748202,1354429876
2396748202,1820235745
2396748202,2272927194
2396748202,968510818
2396748202,3619207468
2396748202,3755250867
2396748202,4207509907
2396748202,848860060
2396748202,4245865861
2396748202,711628886
2396748202,424370782
2396748202,3198323828
2396748202,2503665585
2398051965,2848615171
2398051965,3708227201
2398051965,1546637391
2398051965,3511092054
2398051965,957782887
2398051965,2387244414
2401870324,2978966579
2401870324,2610012052
2401870324,3523296417
2401870324,3511092054
2401870324,4049631843
2401870324,4082225868
2404152337,990298390
2404152337,3465198467
2404152337,4259401308
2404152337,1067908860
2407472617,3993379141
2407472617,1774574192
2407472617,47981717
2407472617,3038247973
2407472617,11612903
2407472617,243981275
2407472617,3891536761
2407472617,1164602481
2407472617,777774560
2407472617,1370847713
2407472617,64866129
2407472617,2422968039
2407472617,984655331
2407472617,1549370717
2407472617,2503665585
2411997478,1570042021
2411997478,3436462433
2411997478,2779035018
2411997478,205890336
2411997478,588594999
2411997478,2450788523
2417007833,2846385770
2417007833,1821614984
2417007833,1421772400
2417007833,3938834702
2417007833,691659142
2417007833,880644845
2417007833,509594246
2417007833,1942880504
2417007833,3291427296
2417007833,3416609154
2417007833,536173722
2417007833,3120212825
2417486252,3300816228
2417486252,2779035018
2417486252,1820235745
2417486252,3526486541
2417486252,2586829431
2417486252,1966281507
2417486252,2726471870
2417486252,951095735
2419093799,2848615171
2419093799,3400784728
2419093799,1168162263
2419093799,1015611457
2419093799,2551157718
2419093799,1546637391
2419093799,957782887
2419093799,3275789089
2419093799,3511092054
2419093799,3108830275
2419093799,2726471870
2420605560,2450788523
2420605560,2387244414
2420605560,1168162263
2420605560,706527188
2420605560,3161816588
2420605560,588594999
2424808141,460017080
2424808141,4104185692
2424808141,124408337
2424808141,4049631843
2424808141,4082225868
2424808141,1015611457
2424808141,3047969693
2424808141,4045335048
2424808141,3007133316
2424808141,1171887445
2424808141,859780267
2424808141,1161469972
2424808141,2923251173
2424808141,624891305
2424808141,2503665585
2426244755,1168162263
2426244755,1820235745
2426244755,3722653512
2426244755,699525795
2426244755,3400784728
2426244755,957782887
2427508857,3511092054
2427508857,691659142
2427508857,3324494224
2427508857,365154968
2427508857,11612903
2427508857,4293542123
2433027198,3425386926
2433027198,1683379515
2433027198,957782887
2433027198,2396489472
2433027198,3300816228
2433027198,3592538738
2433859750,679077873
2433859750,679077872
2433859750,13792279
2433859750,13792278
2433859750,2405638015
2433859750,2405638014
2434026192,3705817207
2434026192,1749209109
2434026192,2590710093
2434026192,1955165503
2434026192,4274614370
2434026192,880644845
2434026192,243981275
2434026192,1646437399
2434026192,4085959009
2434026192,4183521337
2434026192,2617553311
2434026192,4274613598
2434026192,3120212825
2434026192,984655331
2435766248,831391274
2435766248,2610012052
2435766248,1546637391
2435766248,699525795
2435766248,365154968
2435766248,3523296417
2436444640,3425386926
2436444640,1015611457
2436444640,2048641572
2436444640,1683379515
2436444640,243981275
2436444640,2387244414
2436444640,288411554
2436444640,2923251173
2436444640,1926441324
2436444640,2216471363
2436444640,984655331
2436444640,1748774930
2441658590,3161816588
2441658590,4071163871
2441658590,2869569095
2441658590,972757866
2441658590,1866048759
2441658590,1631667848
2442024565,3708227201
2442024565,1890422124
2442024565,438098033
2442024565,781192741
2442024565,1523649716
2442024565,2748801589
2442024565,11612903
2442024565,2978966579
2442024565,3078487919
2442024565,2652708987
2442024565,2422968039
2442024565,344235611
2442024565,3744057135
2442024565,617966211
2442672691,3038247973
2442672691,588594999
2442672691,47981717
2442672691,1546637391
2442672691,1870851715
2442672691,4152709778
2443354924,354401740
2443354924,3708227201
2443354924,4049631843
2443354924,4293542123
2443354924,4274614370
2443354924,3678483220
2443354924,781192741
2443354924,859780267
2443354924,2675184851
2443354924,4274613598
2443354924,2503665585
2444222284,699525795
2444222284,2726471870
2444222284,438098033
2444222284,691659142
2444222284,1365187766
2444222284,3324494224
2444222284,2458213969
2444222284,3719974635
2444222284,1172413778
2444222284,2748801589
2444222284,536173722
2444222284,4200236906
2444222284,2562668800
2444222284,2570477205
2444222284,2503665585
2445976694,3643424744
2445976694,972757866
2445976694,2869569095
2445976694,1168162263
2445976694,588594999
2445976694,1820235745
2445976694,2946784966
2445976694,1570042021
2445976694,2450788523
2445976694,3436462433
2445976694,2779035018
2445976694,2039302152
2450556758,3425386926
2450556758,3096702027
2450556758,957782887
2450556758,706527188
2450556758,3300816228
2450604427,4104185692
2450604427,1749209109
2450604427,776531651
2450604427,1546637391
2450604427,243981275
2450604427,2396489472
2450604427,3705817207
2450604427,3007133316
2450604427,4085959009
2450604427,2541826827
2450604427,3418165135
2450604427,984655331
2450604427,598607952
2450604427,1646437399
2452049047,706527188
2452049047,2450788523
2452049047,1168162263
2452049047,247725512
2452049047,1820235745
2452049047,1195158366
2452049047,3643424744
2452064533,4293542123
2452064533,3751912585
2452064533,365154968
2452064533,1870851715
2452064533,11612903
2452064533,3673922083
2458351878,243981275
2458351878,3993379141
2458351878,3523296417
2458351878,923806249
2458351878,2319119708
2458351878,555281244
2460537634,3891536761
2460537634,3722653512
2460537634,365154968
2460537634,4082225868
2460537634,2451262963
2460537634,3324494224
2461260598,1890422124
2461260598,4104185692
2461260598,3425386926
2461260598,2610012052
2461260598,1546637391
2461260598,4049631843
2461260598,365154968
2461260598,1523649716
2461260598,3007133316
2461260598,288411554
2461260598,4290541820
2461260598,3418165135
2461260598,859780267
2461260598,2939589096
2461260598,2503665585
2469506212,2416023159
2469506212,1820235745
2469506212,3722653512
2469506212,3400784728
2469506212,744594675
2469506212,247725512
2469506212,1583705720
2469506212,3050799639
2469506212,4245865861
2469506212,2898218424
2469506212,573122728
2469506212,2139363611
2469506212,2938480696
2469506212,1409206216
2469506212,2503665585
2473179016,2428997981
2473179016,509074078
2473179016,1821614984
2473179016,951095735
2473179016,776531651
2473179016,2652708987
2473179016,3828510309
2473179016,64332393
2473179016,843318450
2473179016,1942880504
2473179016,3878366039
2473179016,2541826827
2473179016,617966211
2473179016,1771736209
2473179016,2503665585
2477142235,2621346526
2477142235,247725512
2477142235,671806388
2477142235,588594999
2477142235,1168162263
2477142235,2039302152
2477142235,2284787283
2477142235,2495011826
2477142235,2938480696
2477142235,595108252
2477142235,2717805783
2477142235,1347741687
2477142235,2396422520
2477142235,3563868667
2477142235,2503665585
2479258531,2284787283
2479258531,3523296417
2479258531,972757866
2479258531,2869569095
2479258531,3300816228
2479258531,1821614984
2479258531,951095735
2479293397,3708227201
2479293397,3425386926
2479293397,2010801679
2479293397,2213355989
2479293397,3096702027
2479293397,3513791699
2482882673,2896038713
2482882673,1015611457
2482882673,4082225868
2482882673,3891536761
2482882673,47981717
2482882673,1546637391
2488849469,280464955
2488849469,2946784966
2488849469,1168162263
2488849469,2866798147
2488849469,1820235745
2488849469,3436462433
2491236786,2109543898
2491236786,1546637391
2491236786,11612903
2491236786,2458213969
2491236786,243981275
2491236786,3640170453
2491236786,4293542123
2491236786,2799030358
2491236786,3418165135
2491236786,2422968039
2491236786,2570477205
2491236786,984655331
2491236786,1817983009
2491236786,2675184851
2491236786,2503665585
2501248064,2387244414
2501248064,2451262963
2501248064,3722653512
2501248064,2946784966
2501248064,2779035018
2501248064,744594675
2501461476,2848615171
2501461476,1546637391
2501461476,699525795
2501461476,4082225868
2501461476,555281244
2501461476,2610012052
2501461476,169755979
2501461476,3418165135
2501461476,3719974635
2501461476,1161469972
2501461476,332733060
2501461476,4290541820
2503478404,3425386926
2503478404,3400784728
2503478404,957782887
2503478404,588594999
2503478404,3161816588
2503478404,47981717
2505566754,2866798147
2505566754,1774574192
2505566754,3700496672
2505566754,1556840489
2505566754,3824105627
2505566754,2621346526
2505566754,957782887
2505566754,3974407819
2505566754,777774560
2505566754,2840833776
2505566754,3442762221
2505566754,1183436451
2505566754,2495011826
2505566754,4116820839
2505566754,2503665585
2512438729,1015611457
2512438729,3425386926
2512438729,1866048759
2512438729,2387244414
2512438729,47981717
2512438730,588594999
2512438730,1168162263
2512438730,2846385770
2512438730,4071163871
2512438730,2779035018
2512438730,957782887
2514419370,3161816588
2514419370,4071163871
2514419370,47981717
2514419370,2117683199
2514419370,957782887
2515290473,2779035018
2515290473,1359896290
2515290473,1890422124
2515290473,4071163871
2515290473,706527188
2515290473,3275789089
2515290978,689005463
2515290978,2680121939
2515290978,1483536627
2515290978,1687452232
2515290978,3868766766
2515290978,2969185026
2519387557,1359896290
2519387557,1015611457
2519387557,2213355989
2519387557,1631667848
2519387557,1890422124
2519387557,3300816228
2519387557,4071163871
2522679081,1820235745
2522679081,880644845
2522679081,2450788523
2522679081,3619207468
2522679081,3523296417
2522679081,1890422124
2522679081,2048641572
2522679081,4245865861
2522679081,3120212825
2522679081,4207509907
2522679081,3198323828
2522679081,1906147653
2522679081,1523649716
2522679081,1926441324
2522679081,2503665585
2525808738,1645158859
2525808738,2866798147
2525808738,280464955
2525808738,1570042021
2525808738,2450788523
2525808738,2039302152
2525808738,671806388
2525808738,1583705720
2528073885,4267945040
2528073885,2450788523
2528073885,3643424744
2528073885,3161816588
2528073885,247725512
2528073885,706527188
2528523069,691659142
2528523069,3828510309
2528523069,3017780555
2528523069,2387244414
2528523069,1820235745
2528523069,1168162263
2528523069,1523832109
2528523069,536173722
2528523069,1771736209
2528523069,4223976499
2528523069,1748774930
2528523069,4245865861
2528523069,1347741687
2528523069,461595545
2531705185,2173046394
2531705185,1954620775
2531705185,2416023159
2531705185,1015611457
2531705185,3722653512
2531705185,3673922083
2531705185,1720528630
2531705185,1562897767
2531705185,3050799639
2531705185,2923251173
2531705185,2898218424
2531705185,2889515627
2531769899,2173046394
2531769899,1365187766
2531769899,591790007
2531769899,2610012052
2531769899,2848615171
2531769899,2846385770
2533980871,2450788523
2533980871,1168162263
2533980871,4252909580
2533980871,1359896290
2533980871,3436462433
2533980871,3108830275
2535548422,3824105627
2535548422,1015611457
2535548422,1683379515
2535548422,4104185692
2535548422,2726471870
2535548422,4267945040
2535579724,3096702027
2535579724,2010801679
2535579724,3425386926
2535579724,706527188
2536789209,3425386926
2536789209,1015611457
2536789209,2213355989
2536789209,4267945040
2536789209,957782887
2536789209,460017080
2536789209,2387244414
2546560645,3418782618
2546560645,3436462433
2546560645,3108830275
2546560645,3161816588
2546560645,3300816228
2546560645,2117683199
2547070042,563069569
2547070042,880644845
2547070042,4104185692
2547070042,1546637391
2547070042,2319119708
2547070042,438098033
2547070042,2167611941
2547070042,3120212825
2547070042,3007133316
2547070042,3418165135
2547070042,2140591236
2547070042,2748801589
2547564683,3425386926
2547564683,1015611457
2547564683,2848615171
2547564683,47981717
2547564683,3096702027
2547564683,2551157718
2548582940,4049631843
2548582940,1683379515
2548582940,2726471870
2548582940,4082225868
2548582940,3108830275
2548582940,2848615171
2549344832,2846385770
2549344832,1275731761
2549344832,1015611457
2549344832,3523296417
2549344832,706527188
2554388341,3708227201
2554388341,2610012052
2554388341,31345821
2554388341,2679249093
2554388341,47981717
2554388341,1451849462
2554388341,831391274
2554388341,781192741
2554388341,4290541820
2554388341,639190697
2554388341,788178929
2554388341,1370847713
2554388341,4175584682
2554388341,102912326
2554388341,2503665585
2556762978,2896038713
2556762978,1546637391
2556762978,1771339417
2556762978,957782887
2556762978,588594999
2556762978,2551157718
2560356144,2946784966
2560356144,3523296417
2560356144,972757866
2560356144,1354429876
2560356144,1428297954
2560356144,509074078
2560356144,1820235745
2561104513,1428297954
2561104513,2450788523
2561104513,1820235745
2561104513,3300816228
2561104513,509074078
2561104513,972757866
2561414816,2450788523
2561414816,1820235745
2561414816,4071163871
2561414816,3300816228
2561414816,2387244414
2561414816,2869569095
2564227946,3513791699
2564227946,1631667848
2564227946,247725512
2564227946,205890336
2564227946,2869569095
2564227946,4267945040
2564725273,957782887
2564725273,438098033
2564725273,2610012052
2564725273,3523296417
2564725273,4082225868
2564725273,563069569
2564725273,4293542123
2564725273,4116820839
2564725273,2503665585
2564725273,2748801589
2564725273,4290541820
2564725273,1906147653
2564725273,1161469972
2564725273,2167611941
2564725273,2675184851
2565028858,3993379141
2565028858,1870851715
2565028858,2319119708
2565028858,2896038713
2565028858,243981275
2565028858,2610012052
2565028858,460017080
2565028858,1164602481
2565028858,183938251
2565028858,2140591236
2565028858,2402480669
2565028858,984655331
2565028858,4290541820
2565028858,4045335048
2565028858,2503665585
2568674372,2010801679
2568674372,972757866
2568674372,1645158859
2568674372,2450788523
2568674372,588594999
2568674372,2779035018
2569390224,1195158366
2569390224,2451262963
2569390224,588594999
2569390224,2866798147
2569390224,1428297954
2569390224,1821614984
2569390224,2586829431
2569390224,838873202
2569390224,1609056795
2569390224,2717805783
2569390224,3974407819
2569390224,2014892510
2569390224,1942880504
2569390224,2217963031
2570387685,1194056669
2570387685,1015611457
2570387685,460017080
2570387685,3891536761
2570387685,2109543898
2570387685,1546637391
2570387685,3047969693
2570387685,699525795
2570387685,2319119708
2570387685,3824105627
2570387685,1774574192
2570387685,4104185692
2570387685,3955464425
2570387685,2923251173
2570387685,4045335048
2570387685,1549370717
2570387685,2799030358
2570387685,3418165135
2570387685,624891305
2570387685,3719974635
2570387685,2140591236
2570387685,1183436451
2570387685,777774560
2570387685,3007133316
2573191978,831391274
2573191978,3511092054
2573191978,1015611457
2573191978,3751912585
2573191978,365154968
2573191978,691659142
2574619018,3511092054
2574619018,2173046394
2574619018,2319119708
2574619018,3751912585
2574619018,31345821
2574619018,3078487919
2574619018,365154968
2574619018,711234314
2574619018,1720528630
2574619018,2140591236
2574619018,331667533
2574619018,639190697
2574619018,3744057135
2574619018,2939589096
2574619018,2503665585
2576814542,2866798147
2576814542,2846385770
2576814542,2010801679
2576814542,3300816228
2576814542,2869569095
2576814542,1168162263
2576814542,205890336
2576814542,2946784966
2576814542,1645158859
2576814542,3436462433
2576814542,1556840489
2576814542,2779035018
2576870728,2387244414
2576870728,3038247973
2576870728,3425386926
2576870728,1015611457
2576870728,588594999
2576870728,2551157718
2578190901,3425386926
2578190901,1015611457
2578190901,2726471870
2578190901,1774574192
2578190901,3592538738
2578190901,3108830275
2578190901,957782887
2578190901,11612903
2578190901,4049631843
2578190901,2458213969
2578190901,4104185692
2578190901,438098033
2578238320,699525795
2578238320,3828510309
2578238320,2387244414
2578238320,1354429876
2578238320,588594999
2578238320,3619207468
2578238320,1365187766
2578238320,3719974635
2578238320,1771736209
2578238320,1748774930
2578238320,848860060
2578238320,2717805783
2578238320,3198323828
2578238320,4200236906
2581678717,2272927194
