"id","name","rarity_id","type_id","archetype_id","element_id","icon","barrel_set_id","magazine_set_id","first_column_set_id","second_column_set_id"
2220884262,"The Steady Hand",5,9,2757685314,1,"6d7f2ca571786df3fa3bf2183479dfc5",1792722737,811071122,2420605560,2868947312
2221264583,"Smite of Merain",5,13,1294026524,1,"e47393574637ea49389e500ab365b311",2044988252,1942462581,1583551658,2811109430
2222560548,"IKELOS_SMG_v1.0.2",5,24,1525239159,2,"fcb5c23bfb9ce953eae54a812aea6dcb",2044988252,3631426764,1315253476,1936439340
2228325504,"Edge Transit",5,23,1294026524,4,"728e25f53bcdda0e6e60acb2c8605f21",3511466866,2106149718,2697725213,3085851443
2231910050,"Roar of the Bear",5,10,1019291327,3,"c31b616e2741798190122dfc0c090822",3511466866,3314592680,3090014216,1969187136
2232171099,"Deathbringer",6,10,411799453,4,"5cb4c8ec3cabaaa6a29ac7513ee30ca0",302,945,946,284
2233545123,"Fugue-55",5,12,1294026524,4,"5f4b175a57a9b1cd401854f8d43a0a27",2044988252,1088630078,4294187606,2556762978
2241507890,"Sacred Provenance",5,13,2874284214,1,"171e9f7193bb5619fbc49b3042f927db",2044988252,811071122,3391471195,1834471469
2248667690,"Perfect Paradox",5,7,996573084,1,"fb27afcf6cb34ca3ef2540af6b87c034",596,597,125,
2249996761,"Patron of Lost Causes",5,14,1458010786,1,"e7edef5ef70f6fb41034bf557f7b8feb",2044988252,3985973594,91855873,795726519
2257180473,"Interference VI",5,23,1294026524,2,"1c4737c405e9739162163522e7a17782",3511466866,2873462341,4209266135,3608825929
2261046232,"Jurassic Green",5,13,878286503,3,"b10a78ecdc6807ee05f10d9913df850c",2044988252,811071122,3219313604,1030557260
2263839058,"The Epicurean",5,11,1636108362,4,"309be60672ad05a6feaf055fd6e9e6ab",2044988252,2515290978,4194242384,1282369400
2272041093,"Fire and Forget",5,22,3530948111,6,"76a0c555b7a56b2df060f7a5db9cd7c8",2044988252,2515290978,1068858830,1572372330
2272470786,"Stochastic Variable",5,24,1458010786,2,"2b50990cd0fd070ea029c3e77daf6acf",2044988252,3848056069,4008787674,4056701094
2276266837,"Honor's Edge",5,18,4172267910,2,"16c176622dfa89b9e79c068dedf4d53c",433,177,200,
2276328320,"Veles-X",5,13,2874284214,4,"2ef00c5621850b80477211380c70bbd6",288,464,1216,1217
2278995296,"Does Not Compute",5,14,1019291327,1,"ba784dba3e24223d756a104d0a094b2f",2433859750,3985973594,1907027830,3457573514
2286143274,"The Huckleberry",6,24,630329983,1,"1d3447f547dbfb395720aad4c0921018",362,483,692,298
2290863050,"Persuader",5,12,878286503,4,"72d4f26dc3dd9fe73af05f0f56e2edca",449,233,152,
2295941920,"Belfry Bounty",5,12,1294026524,2,"5c5210d1cbd523239a56e941527837e6",258,255,94,
2295941921,"Maestro-46",5,12,3468089894,4,"51370d5a55ba8f5ff649a79ddbb2cbfa",259,611,150,
2298039571,"Rake Angle",5,33,1986105578,6,"a36a6212f90efbbf1df011a79d049fb7",3812324597,1741009086,3903585903,14017585
2300143112,"Yesterday's Question",5,9,3923638944,2,"f9f81eceb8d5d4eb3f08c63150e5a980",2044988252,811071122,294920604,3033390292
2302346155,"IKELOS_SR_v1.0.3",5,12,878286503,3,"45b7c7363d99e2b15f0edd3681e28d59",2044988252,3631426764,2912888185,1641078815
2306182339,"Wilderflight",5,23,1759472859,4,"3d716eb7631167ec9ae7d2c642c5f0ae",3511466866,3299814502,1342644674,1058159902
2313726158,"Belisarius-D",5,13,2874284214,7,"8d0f20de2abba5f0442b9a963ecec5c1",2044988252,811071122,3896327090,3736855374
2314610827,"Igneous Hammer (Adept)",5,9,2757685314,3,"1262dfde8b848588888d501852078a11",2044988252,811071122,2260498574,3234420010
2314999489,"Imperative",5,14,1019291327,1,"7a75f2062ba5094b4f6b01487c71cf79",2044988252,3985973594,910204805,52744811
2322926844,"Shadow Price",5,6,1636108362,2,"6d69715efffb9467760ef88c48bc8063",2044988252,1942462581,574225454,282110602
2323544076,"Hollow Denial",5,25,1294026524,4,"3dec8ff90780505213e28421c8a52cba",2044988252,3766361031,909523753,3757722255
2326578623,"Fortunate Star",5,31,2108556049,4,"f580017299222f59e4bd11315cfd2f6a",1255065294,2946399054,3159366526,3532816474
2326716489,"Gunnora's Axe",5,7,918679156,2,"ec0548e4ff56d3a0a4f56cca01ad2e24",2044988252,3906615109,188665766,164208268
2328531378,"Lodbrok-C",5,6,1019291327,1,"3385540cd91434fe0014f5b89a593a4a",2044988252,811071122,834248339,2279309781
2328923181,"Breachlight",5,17,3330548924,7,"eb5d014d193dbb12cac96c0c483796a5",2044988252,1942462581,3161509093,4252237707
2338088853,"Calusea Noblesse",5,14,1019291327,4,"6e582dd0d6c845dc49739a0d4a76b5cb",2044988252,3985973594,2605032802,1555820248
2342054803,"Ogma PR6",5,13,1458010786,3,"b8784101d10f01bb66a628cc4d70770d",2044988252,1942462581,3769889632,3226734344
2345794502,"Forgiveness",5,17,3330548924,2,"6dff6f498ed0a1dfcb4a598af780319c",2044988252,811071122,1515765822,875191834
2349907931,"Prolonged Engagement",5,24,1458010786,6,"98c1cd58ef6a2cc569afa7303d5c93c9",2044988252,811071122,2020097678,761034538
2350330520,"Sightline Survey",5,9,1322370662,2,"c4727da7488d80e8f7d428f5a23d1a11",2044988252,1942462581,2838405067,2809651165
2350354266,"Alethonym",6,23,470163129,6,"09da11cd4fc285affeb6922f09b431ee",295,475,1414,298
2351180975,"Igneous Hammer",5,9,2757685314,3,"d526de3389b40131261567496816368e",2044988252,811071122,2452049047,2654208265
2351747816,"Cuboid ARu",4,6,1636108362,1,"08ccc9f2905f3ce8db43f39d95edf233",514,282,80,
2351747817,"Refrain-23",4,6,1294026524,3,"9e54807971256514a450410c2f5fafe3",488,483,125,
2351747818,"Sand Wasp-3au",4,6,878286503,2,"40dbadcf2e7dae3d38699dbbbfbe2573",512,374,122,
2351747819,"Ros Lysis II",4,6,1294026524,1,"3cac8aa57ecfd3fa52d1f6baa5f1e895",513,464,122,
2357297366,"Witherhoard",6,23,3063320916,1,"3e4fc5bcc1dea42508124e11572367d2",295,524,1029,284
2362471600,"Drang",5,17,1282254042,3,"d2e98908e38dcb66ee86b6f586f2b14b",346,125,80,312
2362471601,"Rat King",6,17,2121086290,1,"b86c24934b3ec9954218ecfa0992aeb2",346,29,349,350
2372514508,"Blast Furnace",5,13,2874284214,1,"67b7ee79208848845f226c2315e0f376",2044988252,1942462581,4092856340,968720796
2372514509,"Elsie's Rifle",5,13,1019291327,4,"650626700685cb16112301c7741352ad",2044988252,811071122,3876014759,2800786393
2376481550,"Anarchy",6,23,389268985,2,"f24e3336a1142847d6bf47b56b492eea",845,475,80,284
2378101424,"The Militia's Birthright (Adept)",5,23,474269988,1,"b6624ac9c56f8d583f7b1951f29815e4",3511466866,3299814502,1152336655,2124817937
2378785953,"Yesterday's Question (Adept)",5,9,3923638944,2,"adc49526755c068b9a1d993ebae82c3e",2044988252,811071122,294920604,3033390292
2386979999,"The Scholar (Adept)",5,14,1019291327,1,"89b518ffd161e5d3438f07ec6795498a",2044988252,811071122,3882843409,1325637767
2398848320,"Erentil FR4",5,11,1019291327,4,"ce29bac4dcc15e648699fed9558152a0",129,130,86,
2399110176,"Eyes of Tomorrow",6,10,2200569208,3,"9caeff89015f02ad52e6fefe95398b01",906,945,1014,291
2405619467,"Forgiveness (Adept)",5,17,3330548924,2,"7e48d32356fe81e403af84e9f1562b6e",2044988252,811071122,1515765822,875191834
2408405461,"Sacred Provenance",5,13,2874284214,1,"171e9f7193bb5619fbc49b3042f927db",2044988252,2135001,1784383326,703174650
2414141462,"The Vision",5,17,31057037,2,"00a269571904bff3d4abb858f80461ac",3634374137,1942462581,1963028190,390435450
2414612776,"New City",5,24,1294026524,1,"f1584f41a3585b10f2793732fcd2532e",613,72,120,
2414612777,"Atalanta-D",5,24,1636108362,1,"7d5134ec670742bc12493778b7c0b48d",126,612,60,
2415517654,"Bastion",6,11,1186480754,1,"805009e0c67a2dcf4f4f7bffb2dba493",323,516,966,284
2421180981,"Incisor (Adept)",5,25,1294026524,7,"c2bc297b637f68d1b792ae721578bf83",2044988252,3766361031,4101624522,1159655190
2422664927,"Atalanta-D XG1992",5,24,1636108362,1,"247bb3d3be8b5e71014f3ae029e7dea3",4123162419,811071122,289193775,2519387557
2429822976,"Rose",5,9,2189829540,1,"366deccf84567372b87fd9086b1d7de6",896,897,898,899
2429822977,"Austringer",5,9,1294026524,1,"e905d8c17ef5ead5c6f9cd107b4b6f09",2044988252,3985973594,2426244755,1626299867
2433826056,"The Quickstep",5,24,1294026524,3,"810c7b161a69164fb17aa4cad68162d4",687,248,122,
2434225986,"Shattered Cipher",5,8,878286503,4,"0b02591c2ac4adad9e2d43ba95b8374d",2044988252,1942462581,2819791142,1689768882
2443900757,"The Comedian (Adept)",5,7,3983457027,4,"4da5c388bdd034d05494a697fd731f2d",1187995957,3906615109,3606007602,1607926222
2448907086,"Royal Entry",5,10,3419274965,4,"eddd30fa4a1ad359b821b692d2253e65",3511466866,3314592680,1030168031,37378721
2450049485,"Line in the Sand",5,22,2057203855,2,"f3cbf93ad663a4167acccff27e661bae",2044988252,2515290978,856293045,3174049115
2450917538,"Uzume RR4",5,12,1294026524,3,"4801dd528afc4bbd294dcb4d5b3da64e",2044988252,1942462581,3823771676,1460954196
2453357042,"Blast Battue",5,23,1294026524,2,"9b3326bd83ea56e3e85c6139404e0bfd",3511466866,3359157611,3434832866,2433027198
2465372924,"Tigerspite",5,6,1636108362,1,"d21bafebc1d4de2d2f0a7283dd8ffb42",2044988252,811071122,2693464636,1460043572
2475355656,"Reed's Regret (Adept)",5,22,2057203855,6,"601f349d3e76a7d4a67370363a1cefd0",2044988252,2515290978,1665224785,1027811783
2477980485,"Mechabre",5,12,3468089894,2,"b90b312e10c596e688b5d79429566356",2044988252,1088630078,4136476645,1653268619
2478247171,"Quitclaim Shotgun III",5,7,3468089894,4,"0efe55d4c175ddffcdfc8e0d86799c55",657,658,241,
2478792241,"The Scholar",5,14,1019291327,1,"3c726e362614149ef5942f1dcd6e4ec7",2044988252,811071122,3882843409,1325637767
2480074702,"Forbearance",5,23,1395789926,2,"38b89e4fd05f348f448eaca1320a807c",3511466866,64249509,562911983,2039059889
2481758391,"Darkest Before",5,13,878286503,2,"285f15a2b4b626e21ad806693da727b7",2044988252,811071122,3781811752,666175776
2481881293,"Cartesian Coordinate",5,11,878286503,3,"216fb88fbc64390d606b8c7524a6df86",584932570,2515290978,127404129,3712097239
2488587246,"The Hero's Burden",5,24,1294026524,4,"dc3a1dcc4db3ce563477655b18affdce",2044988252,811071122,2501248064,4179300904
2490988246,"CALUS Mini-Tool",5,24,2213377102,3,"40909558f2b45d65917eb0c9e245f403",2044988252,1942462581,2837338460,3623076500
2492081469,"The Number",5,6,1636108362,2,"217a45eb720f6d16ef2843833ce404e8",2044988252,811071122,3272914389,4025826747
2496242052,"Code Duello",5,10,1019291327,3,"e331c2975fd1cdf02901a48abc111d17",3511466866,3314592680,3719628667,147528717
2496875173,"Sorrow's Verse",5,6,1294026524,2,"f5d206bfe67f41fa931195d1a30fc1ca",2044988252,1942462581,948182848,3200486184
2499720827,"Midnight Coup",5,9,1294026524,1,"a16c0c62d2153cb59ca7dd5565d66d6a",2044988252,3985973594,3687748534,679473922
2502422772,"Cartesian Coordinate",5,11,878286503,3,"ee5bef783b342d4e578c972f3f14d7c5",218,219,94,
2502422773,"Shock and Awe",5,11,1019291327,4,"22fa0a7bfc47447715649b84f3e932b5",220,221,63,
2502422774,"Nox Echo III",5,11,1294026524,2,"bcda4b47e007d5333d9179bc55b9f17b",214,215,109,
2502422775,"Tarantula",5,22,2057203855,2,"67962900febeacdd9e63c6ef156dd200",216,217,67,
2505533224,"Ghost Primus",5,6,1294026524,1,"6cb301481212e5c058b0c87dae1317de",84,85,86,
2508948099,"Caretaker",5,18,4172267910,3,"f9c60a520c9e360620a4059023428305",609981900,1391541006,3639606756,2443354924
2510526114,"Unending Tempest",5,24,1636108362,6,"42515386588b8459266fdaf85d45199e",2044988252,3985973594,1156359070,3752132154
2513965917,"Lunulata-4b",5,31,2108556049,6,"f805d81b5d20407ef668588121a97706",1255065294,2946399054,1985120311,3786062825
2516360525,"Purpose",5,14,1458010786,1,"3e243f8704e4b7f06fe27db91c860175",570,571,152,
2517599010,"Death Adder",5,24,1458010786,3,"242ccfe000ba534300e916a9d08b62f8",195,196,109,
2527666306,"Igneous Hammer (Adept)",5,9,2757685314,3,"c3fb6593efe54172d6832cc5dac4b9a4",2044988252,811071122,2452049047,2654208265
2531963421,"No Reprieve",5,7,918679156,6,"8fc1ebb348ac04359092ee43d4c51ebb",2044988252,3906615109,3411485908,1905458524
2533990645,"Blast Furnace",5,13,2874284214,1,"67b7ee79208848845f226c2315e0f376",2044988252,1942462581,4092856340,968720796
2534546147,"Lubrae's Ruin",5,33,1316753551,3,"53d4a204d26117fb165185fd575b5f4a",3812324597,1741009086,3017853538,2886110206
2535142413,"Edge of Action",6,33,1900919151,4,"add494c1e1fbdb062b7f6dc4c179c35b",3812324597,1741009086,1084,2292611215
2535939781,"The Mornin' Comes",5,12,1294026524,4,"cc6ac6e270e148273afd8dd57b2dbcde",193,194,70,
2544285846,"Scipio-D",5,10,1019291327,3,"2e9a99c6c7ef17e4c93044cb99af3f25",684,237,94,
2545083870,"Apex Predator",5,10,1294026524,3,"74e3e47ee5478055a662bd4083774119",3511466866,3504506519,3793363565,3541636507
2553946496,"Headstrong",2,9,2757685314,1,"2d69e68dae36e69b50c71bd3cb69164a",454,,,
2553946497,"Helios HC1",2,9,1294026524,2,"eda93cdcb3c8a82bcea85e4355c1a6cf",455,,,
2558925366,"Scatter Signal",5,11,878286503,7,"0032a353b7d88faabd02af376531fbd2",2044988252,2515290978,392544141,3401417891
2561659919,"Antiope-D",5,24,1636108362,1,"a85e5df076afdb0c8fbcb1782b962109",4123162419,811071122,289193775,2519387557
2563012876,"Matador 64",5,7,895140517,2,"f6bdd6d3f42abeb57770a4006475499e",1187995957,3906615109,993352753,530799463
2563668388,"Scalar Potential",5,13,878286503,2,"71f8d73bca196331dc4aec7cdb6f9a8f",2044988252,1942462581,3457102686,2565028858
2566006935,"Fioritura-59",5,17,806997698,4,"c47d6276916dd0a120cc2b5d2e419bfd",2044988252,811071122,1940084874,3146799062
2573900604,"Basso Ostinato",5,7,996573084,4,"f37e9fc32d2f6d8bc0ffb67736a487ba",1187995957,3609688353,2591204581,182634379
2575506895,"Kindled Orchid",5,9,1294026524,4,"b7795be7e1f59f4e7f0c17028210f969",2044988252,3985973594,2731103031,3524092927
2581162758,"Enigma's Draw",5,17,1636108362,1,"f030d461f27d32b25311eba2c906be59",415,416,73,
2582755344,"Seventh Seraph SAW",5,8,1019291327,2,"29093fbaa9a7a03baa3936a359f85113",2044988252,811071122,2307420431,1377714193
2584830733,"Martyr's Retribution",5,23,1395789926,3,"39e43b57894237fdc40af4aeb1fe0fa3",3511466866,64249509,741356053,3542305531
2588048270,"Spoiler Alert",5,17,1458010786,1,"030d58041314974902862885951fb957",3634374137,811071122,1845147067,2162994765
2591111628,"Compass Rose",5,7,1636108362,3,"0f907ab1b32010ad726fcf808660829e",1187995957,3906615109,106446501,3998781771
2591241074,"Strident Whistle",5,31,715195141,3,"73f10d8544f9bc194fc0e627ae808643",1255065294,2946399054,256889489,1781626119
2591257541,"Scintillation",5,22,3530948111,7,"fc7034c8741508de5b62fb9d15fb92d2",2044988252,2515290978,569426587,3641544301
2591586260,"Allegro-34",4,9,1294026524,3,"6dfd11aaee81c644f8f9e69855982112",482,483,135,
2591586261,"Azimuth DSu",4,9,2757685314,1,"ec1c03e1608c599785e9d9427361a7aa",521,374,91,
2591586262,"Lamia HC2",4,9,1294026524,2,"c62d7758539dc87d53f310e967bfc23d",520,464,70,
2591586263,"Ballyhoo Mk.27",4,9,1294026524,1,"265b9d6005f5e03f81e9690e9f689b6f",519,282,109,
2591746970,"Leviathan's Breath",6,31,1699724249,4,"fd892bb713040300ad944590892b0e50",936,784,,937
2595497736,"The Enigma",5,33,1316753551,4,"19a69290319a69374c3ae6acc9ca5600",3812324597,1741009086,1328109050,4253654790
2598420927,"Chroma Rush",5,6,878286503,1,"7393c216e3b437571e64f78a613dc181",2044988252,1942462581,1103434501,1090785515
2599338624,"Liturgy",5,23,1759472859,6,"1e1c59cda8582f2ad61ba0d89037ba22",3511466866,3299814502,1840213245,1439383123
2599338625,"Bitter/Sweet",5,23,1294026524,2,"707179026e7dd661d3e46615a4c4de06",3511466866,3359157611,1461593786,2348827078
2603335652,"Jurassic Green",5,13,878286503,3,"b10a78ecdc6807ee05f10d9913df850c",2044988252,811071122,2184265400,1425329840
2603483885,"Cloudstrike",6,12,2909403175,2,"ce45921edb8e35a249f2c6f5b3abaab5",362,318,1020,56
2605790032,"Troubadour",3,12,1294026524,3,"35cab104dd71fece5b81e206c2aedfc3",258,483,,
2605790033,"Luna Nullis II",3,12,878286503,4,"bc338aab3731b7316d26e73f8bdd09e9",499,282,,
2605790034,"Trondheim-LR2",3,12,3468089894,2,"91cfce5192d758adf479e76167cadef5",500,374,,
2607304614,"Empirical Evidence",5,17,3330548924,1,"97af54c6708760ad3e27ddc27fe1eb28",2044988252,811071122,3167702941,443442867
2611861926,"Imminent Storm",5,24,1525239159,1,"4d1e0e9b4e84155f9327c11f47cdb38b",714,227,109,
2621637518,"Play of the Game",5,23,1294026524,3,"70a9a5fdee0d26ed3862d12880702190",381,382,83,
2625782212,"Haunted Earth",5,14,1019291327,1,"5c20dadca7d1dd1b031ab1aab69d2d5e",400,401,241,
2625782213,"Contingency Plan",5,14,3364911712,2,"6f1aff9967ea5ae6d952fff7abf313f4",402,172,94,
2633186522,"Shadow Price",5,6,1636108362,2,"6d69715efffb9467760ef88c48bc8063",2044988252,1942462581,512817556,2548582940
2638190703,"Aisha's Embrace",5,14,3920852688,4,"84ebc75b1ecb584d162fa40eb4c16d82",2044988252,811071122,7997267,4211351701
2653171212,"The Inquisitor",5,7,918679156,2,"b2c1b1d9c6990f72740567dff8620e23",2044988252,3906615109,2560356144,1573028248
2653171213,"Astral Horizon",5,7,3983457027,1,"425de08c74540b44cee65d336d603fe5",1187995957,3906615109,3420771027,1599842069
2653316158,"Pillager",5,24,1458010786,1,"3ab417fd78e45527aaf26b0eb0ed8f2c",2044988252,811071122,3985334741,2711825215
2660862359,"Gentleman Vagabond",5,12,3468089894,2,"690e11545961a315e2a52eca89c982c2",390,391,97,
2663204025,"Subjunctive",5,24,1458010786,2,"0a63c59f157b26e903b80eed958b98e8",2044988252,811071122,2739828775,4036245593
2671639706,"Pure Poetry",5,9,2757685314,1,"04ddfe911e2ea7cc26a11f8ec7e93839",2044988252,811071122,1075373935,962221873
2673925403,"Irukandji",5,12,878286503,6,"419076027986440657e61c49c5bdcf8d",2044988252,1088630078,1110456777,646901487
2680976411,"Albedo Wing",5,33,1986105578,2,"c94706397134667cd5bbe03018fe41f2",3812324597,1741009086,1321342388,631035772
2681395357,"Trackless Waste",5,24,1294026524,1,"17052d81c3a6334ec566f49bc4ca6e32",777101046,811071122,2638943892,4205813590
2683682446,"Traitor's Fate",5,18,4172267910,2,"c7b3dd4a7ef2d04fd7404084c1def0a1",175,177,178,
2683682447,"Traitor's Fate",2,18,4172267910,2,"4f6064c6807e440078cfca3c500faf45",175,176,,
2693941407,"Older Sister III",5,9,1294026524,3,"54cf876e24b616b03c08285066174101",422,423,424,
2694044460,"Home Again",3,6,878286503,1,"9ed2b9c5f20bbd11a990ac89bf147b20",462,312,,
2694044461,"Cydonia-AR1",3,6,1294026524,1,"f067c692555690be19fad87c9fc67f69",463,464,,
2694044462,"SUROS Throwback",3,6,1636108362,1,"16e53fd6bde1e4a65c54d2139e598930",465,318,,
2694044463,"Jiangshi AR1",3,6,1458010786,3,"476a38b5dbde585348dd129e95e56a5f",466,318,,
2694576561,"Two-Tailed Fox",6,10,3649430342,4,"c065e1c0d03d9648fcad7762031eede9",813,475,814,284
2697058914,"Komodo-4FR",5,22,2057203855,3,"26236480d29663c842b175793bfdd755",281,468,961,962
2700862856,"Foggy Notion",5,24,1294026524,2,"51c91c87213300124edb5fede62610a1",265,266,158,
2700862858,"Out of Options",5,24,1458010786,3,"b3574f68b390f569e4806896fc9cce79",220,262,76,
2700862859,"Red Mamba",5,24,1458010786,2,"9fcc7713434bc22007f904c548bcd01a",263,264,60,
2703340117,"Somerled-D",5,7,3468089894,3,"737bed38a458be27a2d80ac1e89ed9ab",156,72,83,
2707464805,"Zenith of Your Kind",5,7,996573084,4,"ff4c10ccb8da555bd64bf15fb0d5d3aa",556,557,83,
2708806099,"BxR-55 Battler",5,13,4172222323,3,"21d013fcb51cf9347592258ab1bbaf3b",2044988252,1163962887,3551465855,1820935681
2712244741,"Bygones",5,13,1294026524,1,"76f2275fd658bb22dc03eba01c11327a",2044988252,811071122,1760176771,3060320121
2714022207,"Corsair's Wrath",5,22,2057203855,3,"b493fc12f672531508a226b7321cba59",2044988252,2515290978,3899951012,3338668268
2715240478,"Riptide",5,11,878286503,6,"3c11c148d24883cd480fd67f50bb78b2",2044988252,2515290978,2304022706,386929230
2720651699,"Zealot's Reward",5,11,878286503,4,"befe333b98c55b5c8dce6ba073ae1e92",2044988252,2515290978,3846854204,1691212596
2721157927,"Tarnation",5,23,2353477480,2,"7fe6e137bf2355666de676608c813eca",3511466866,3359157611,2022473791,512207297
2721249463,"Tyranny of Heaven",5,31,2108556049,3,"b4d39e31c777026b40e6acf2f7c6f720",1255065294,4000488965,2741143485,576028170
2723241847,"Patron of Lost Causes",5,14,1458010786,1,"e7edef5ef70f6fb41034bf557f7b8feb",2044988252,3985973594,2564227946,120674550
2723909519,"Arc Logic",5,6,1294026524,2,"d87860738feae841541c187618cdf0c8",2044988252,3985973594,2445976694,3704914370
2728851518,"Glacioclasm",5,11,1019291327,4,"f30901bc35914c5cedc5ea3faa5a77c8",2044988252,2515290978,883458109,4082463635
2734369894,"Stay Away",2,23,474269988,2,"f805413b62b6dd926743feb653443f75",295,453,,
2738174948,"Distant Tumulus",5,12,878286503,3,"a7c364617e9cd954da8bafc14817080a",647,233,76,
2738601016,"Cataphract GL3",5,23,1294026524,7,"167c11f8d0ce66b753dc1d5119b82f77",3511466866,3359157611,2773807864,2115761904
2742490609,"Death Adder",5,24,1458010786,3,"242ccfe000ba534300e916a9d08b62f8",2044988252,1942462581,4031750014,1971907674
2742838700,"True Prophecy",5,9,2757685314,1,"1a4382dd6c3cbc134f2d276c0ff63c7e",1792722737,3985973594,166229558,3720808066
2742838701,"Dire Promise",5,9,1294026524,1,"705612129fc13e9f6815b1e9cc635345",1792722737,811071122,295897711,4015958065
2744715540,"Bug-Out Bag",5,24,1294026524,3,"0f3580a18bb096689ec1dffbdbe848d7",2044988252,3985973594,907333373,575371383
2753269585,"Tempered Dynamo",5,11,1636108362,2,"c2e80432236c0313c546c1323056d962",3612373624,2515290978,3384393052,566527166
2759251821,"Unwavering Duty (Adept)",5,8,1294026524,3,"d17011699ff0a1ecb04d99554c79858a",2044988252,1942462581,1139651704,585871216
2759590322,"THE SWARM",5,8,1019291327,2,"1202ae344f410909d4c0239026ea173f",2044988252,1942462581,2662958214,642864850
2761869150,"Ignition Code",5,23,474269988,1,"42cd2f0993f9bb0f79461aba1801b105",3511466866,3299814502,983955326,2547070042
2763843898,"Midnight Coup",5,9,1294026524,1,"a16c0c62d2153cb59ca7dd5565d66d6a",2044988252,3985973594,3687748534,679473922
2763843899,"Luna's Howl",5,9,1322370662,3,"cd404cce024df3c87a25d1465021ce5f",2044988252,811071122,1245503473,3660699175
2767393525,"Nox Perennial V",5,11,1019291327,7,"9245def7b19410e22cae9b340bd86cc0",2044988252,2515290978,3690709842,3673547566
2776503072,"Royal Chase",5,14,1636108362,4,"ebc4ebda968fb2de2b05de517c9a0369",2044988252,1942462581,404808912,3822435320
2778013407,"Firefright",5,6,1636108362,1,"78de754b509d75fb24b1e3671f59fe10",2044988252,811071122,3852037631,3977246593
